"id","fdc_id","seq_num","amount","measure_unit_id","portion_description","modifier","gram_weight","data_points","footnote","min_year_acquired"
"291569","2705710","2","","9999","1 slice","61935","21.0","","",""
"291574","2705710","7","","9999","1 cup, NFS","10010","113.0","","",""
"291580","2705711","3","","9999","1 stick","62239","28.35","","",""
"291578","2705711","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291579","2705711","2","","9999","1 slice","61935","21.0","","",""
"291582","2705711","6","","9999","1 cup, diced","10066","140.0","","",""
"291583","2705711","7","","9999","1 cup, melted","10120","244.0","","",""
"291587","2705711","11","","9999","Quantity not specified","90000","21.0","","",""
"291586","2705711","10","","9999","1 cubic inch","51000","17.0","","",""
"291584","2705711","8","","9999","1 cup, NFS","10010","113.0","","",""
"291581","2705711","4","","9999","1 cup, shredded","10159","113.0","","",""
"291585","2705711","9","","9999","1 cup, cubed","10310","132.0","","",""
"291591","2705712","4","","9999","1 cup, shredded","10159","113.0","","",""
"291590","2705712","3","","9999","1 stick","62239","28.35","","",""
"291594","2705712","7","","9999","1 cup, melted","10120","244.0","","",""
"291592","2705712","5","","9999","1 cup, diced","10066","132.0","","",""
"291589","2705712","2","","9999","1 slice","61935","21.0","","",""
"291588","2705712","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291593","2705712","6","","9999","1 cup, NFS","10010","113.0","","",""
"291596","2705712","9","","9999","Quantity not specified","90000","21.0","","",""
"291595","2705712","8","","9999","1 cubic inch","51000","17.2","","",""
"291597","2705713","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291605","2705713","9","","9999","Quantity not specified","90000","21.0","","",""
"291598","2705713","2","","9999","1 slice","61935","21.0","","",""
"291599","2705713","3","","9999","1 stick","62239","28.35","","",""
"291604","2705713","8","","9999","1 cubic inch","51000","17.0","","",""
"291603","2705713","7","","9999","1 cup, melted","10120","244.0","","",""
"291601","2705713","5","","9999","1 cup, diced","10066","132.0","","",""
"291602","2705713","6","","9999","1 cup, NFS","10010","113.0","","",""
"291600","2705713","4","","9999","1 cup, shredded","10159","113.0","","",""
"291608","2705714","3","","9999","1 cubic inch","51000","17.0","","",""
"291609","2705714","4","","9999","Quantity not specified","90000","21.0","","",""
"291607","2705714","2","","9999","1 cup, crumbled","10059","150.0","","",""
"291606","2705714","1","","9999","1 wedge (1.33 oz)","62352","38.0","","",""
"291615","2705715","6","","9999","1 cubic inch","51000","15.0","","",""
"291613","2705715","4","","9999","1 cup, diced","10066","132.0","","",""
"291614","2705715","5","","9999","1 cup, NFS","10010","108.0","","",""
"291610","2705715","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291616","2705715","7","","9999","Quantity not specified","90000","21.0","","",""
"291611","2705715","2","","9999","1 slice","61935","21.0","","",""
"291612","2705715","3","","9999","1 cup, shredded","10159","108.0","","",""
"291617","2705716","1","","9999","1 cup, crumbled","10059","140.0","","",""
"291618","2705716","2","","9999","1 cubic inch","51000","25.0","","",""
"291619","2705716","3","","9999","Quantity not specified","90000","21.0","","",""
"291621","2705717","2","","9999","1 slice","61935","21.0","","",""
"291620","2705717","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291625","2705717","6","","9999","Quantity not specified","90000","21.0","","",""
"291623","2705717","4","","9999","1 cup, diced","10066","132.0","","",""
"291624","2705717","5","","9999","1 cubic inch","51000","17.0","","",""
"291622","2705717","3","","9999","1 package (7 oz)","61565","198.0","","",""
"291628","2705718","3","","9999","1 package (6 oz)","61563","170.0","","",""
"291633","2705718","8","","9999","Quantity not specified","90000","21.0","","",""
"291630","2705718","5","","9999","1 cup, diced","10066","132.0","","",""
"291626","2705718","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291632","2705718","7","","9999","1 cubic inch","51000","15.0","","",""
"291631","2705718","6","","9999","1 cup, NFS","10010","108.0","","",""
"291629","2705718","4","","9999","1 cup, shredded","10159","108.0","","",""
"291627","2705718","2","","9999","1 slice","61935","21.0","","",""
"291636","2705719","3","","9999","1 cup","10205","134.0","","",""
"291635","2705719","2","","9999","1 box","60428","113.0","","",""
"291637","2705719","4","","9999","1 cubic inch","51000","18.0","","",""
"291634","2705719","1","","9999","1 package (8 oz)","61567","227.0","","",""
"291638","2705719","5","","9999","Quantity not specified","90000","21.0","","",""
"291642","2705720","4","","9999","1 cup, diced","10066","132.0","","",""
"291645","2705720","7","","9999","1 cubic inch","51000","17.2","","",""
"291639","2705720","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291641","2705720","3","","9999","1 cup, shredded","10159","113.0","","",""
"291646","2705720","8","","9999","Quantity not specified","90000","21.0","","",""
"291640","2705720","2","","9999","1 slice","61935","21.0","","",""
"291643","2705720","5","","9999","1 cup, NFS","10010","113.0","","",""
"291644","2705720","6","","9999","1 cup, melted","10120","244.0","","",""
"291653","2705721","7","","9999","1 cubic inch","51000","16.6","","",""
"291651","2705721","5","","9999","1 cup, NFS","10010","113.0","","",""
"291649","2705721","3","","9999","1 cup, shredded","10159","113.0","","",""
"291652","2705721","6","","9999","1 cup, melted","10120","244.0","","",""
"291648","2705721","2","","9999","1 slice","61935","21.0","","",""
"291650","2705721","4","","9999","1 cup, diced","10066","132.0","","",""
"291647","2705721","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291654","2705721","8","","9999","Quantity not specified","90000","21.0","","",""
"291663","2705722","9","","9999","1 cubic inch","51000","18.0","","",""
"291656","2705722","2","","9999","1 slice","61935","21.0","","",""
"291655","2705722","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291664","2705722","10","","9999","Quantity not specified","90000","21.0","","",""
"291659","2705722","5","","9999","1 cup, shredded","10159","113.0","","",""
"291660","2705722","6","","9999","1 cup, diced","10066","132.0","","",""
"291658","2705722","4","","9999","1 cheese curd","60546","4.0","","",""
"291662","2705722","8","","9999","1 cup, melted","10120","244.0","","",""
"291661","2705722","7","","9999","1 cup, NFS","10010","113.0","","",""
"291657","2705722","3","","9999","1 stick","62239","28.35","","",""
"291667","2705723","3","","9999","1 stick","62239","28.35","","",""
"291669","2705723","5","","9999","1 cup, diced","10066","132.0","","",""
"291674","2705723","10","","9999","Quantity not specified","90000","21.0","","",""
"291670","2705723","6","","9999","1 cup, shredded","10159","113.0","","",""
"291673","2705723","9","","9999","1 cubic inch","51000","17.6","","",""
"291671","2705723","7","","9999","1 cup, NFS","10010","113.0","","",""
"291668","2705723","4","","9999","1 string","63959","4.7","","",""
"291666","2705723","2","","9999","1 slice","61935","21.0","","",""
"291665","2705723","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291672","2705723","8","","9999","1 cup, melted","10120","244.0","","",""
"291678","2705724","4","","9999","1 cup, diced","10066","132.0","","",""
"291679","2705724","5","","9999","1 cup, shredded","10159","113.0","","",""
"291683","2705724","9","","9999","Quantity not specified","90000","21.0","","",""
"291682","2705724","8","","9999","1 cubic inch","51000","18.0","","",""
"291680","2705724","6","","9999","1 cup, NFS","10010","113.0","","",""
"291675","2705724","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291681","2705724","7","","9999","1 cup, melted","10120","244.0","","",""
"291676","2705724","2","","9999","1 slice","61935","21.0","","",""
"291677","2705724","3","","9999","1 stick","62239","28.35","","",""
"291692","2705725","9","","9999","Quantity not specified","90000","21.0","","",""
"291691","2705725","8","","9999","1 cubic inch","51000","17.6","","",""
"291687","2705725","4","","9999","1 string","63959","4.7","","",""
"291686","2705725","3","","9999","1 stick","62239","28.35","","",""
"291689","2705725","6","","9999","1 cup, NFS","10010","113.0","","",""
"291685","2705725","2","","9999","1 slice","61935","21.0","","",""
"291684","2705725","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291690","2705725","7","","9999","1 cup, melted","10120","244.0","","",""
"291688","2705725","5","","9999","1 cup, shredded","10159","113.0","","",""
"291697","2705726","5","","9999","1 cubic inch","51000","17.5","","",""
"291693","2705726","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291696","2705726","4","","9999","1 cup, diced","10066","132.0","","",""
"291694","2705726","2","","9999","1 slice","61935","21.0","","",""
"291698","2705726","6","","9999","Quantity not specified","90000","21.0","","",""
"291695","2705726","3","","9999","1 cup, shredded","10159","113.0","","",""
"291699","2705727","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291700","2705727","2","","9999","1 slice","61935","21.0","","",""
"291702","2705727","4","","9999","1 cubic inch","51000","17.5","","",""
"291703","2705727","5","","9999","Quantity not specified","90000","21.0","","",""
"291701","2705727","3","","9999","1 cup, shredded","10159","113.0","","",""
"291704","2705728","1","","9999","1 cup","10205","100.0","","",""
"291706","2705728","3","","9999","Quantity not specified","90000","6.2","","",""
"291705","2705728","2","","9999","1 tablespoon","21000","6.2","","",""
"291709","2705729","3","","9999","Quantity not specified","90000","7.0","","",""
"291707","2705729","1","","9999","1 cup","10205","106.0","","",""
"291708","2705729","2","","9999","1 tablespoon","21000","7.0","","",""
"291710","2705730","1","","9999","1 cubic inch","51000","10.3","","",""
"291712","2705730","3","","9999","1 oz","40000","28.35","","",""
"291713","2705730","4","","9999","Quantity not specified","90000","5.0","","",""
"291711","2705730","2","","9999","5 oz package","62515","142.0","","",""
"291714","2705730","5","","9999","1 tablespoon","21000","5.0","","",""
"291717","2705731","3","","9999","Quantity not specified","90000","7.5","","",""
"291716","2705731","2","","9999","1 cup","10205","120.0","","",""
"291715","2705731","1","","9999","1 tablespoon","21000","7.5","","",""
"291721","2705732","4","","9999","1 cup, shredded","10159","113.0","","",""
"291722","2705732","5","","9999","1 cup, NFS","10010","113.0","","",""
"291718","2705732","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291720","2705732","3","","9999","1 cup, diced","10066","132.0","","",""
"291724","2705732","7","","9999","Quantity not specified","90000","21.0","","",""
"291723","2705732","6","","9999","1 cubic inch","51000","17.2","","",""
"291719","2705732","2","","9999","1 slice","61935","21.0","","",""
"291727","2705733","3","","9999","1 cup, diced","10066","132.0","","",""
"291728","2705733","4","","9999","1 cubic inch","51000","17.0","","",""
"291726","2705733","2","","9999","1 slice","61935","21.0","","",""
"291729","2705733","5","","9999","Quantity not specified","90000","21.0","","",""
"291725","2705733","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291730","2705734","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291731","2705734","2","","9999","1 slice","61935","21.0","","",""
"291734","2705734","5","","9999","Quantity not specified","90000","21.0","","",""
"291732","2705734","3","","9999","1 cup, diced","10066","132.0","","",""
"291733","2705734","4","","9999","1 cubic inch","51000","17.0","","",""
"291737","2705735","3","","9999","1 cup, shredded","10159","108.0","","",""
"291742","2705735","8","","9999","Quantity not specified","90000","21.0","","",""
"291740","2705735","6","","9999","1 cup, NFS","10010","108.0","","",""
"291738","2705735","4","","9999","1 cup, diced","10066","132.0","","",""
"291736","2705735","2","","9999","1 slice","61935","21.0","","",""
"291735","2705735","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291741","2705735","7","","9999","1 cubic inch","51000","15.0","","",""
"291739","2705735","5","","9999","1 cup, melted","10120","244.0","","",""
"291746","2705736","4","","9999","1 cup, shredded","10159","108.0","","",""
"291745","2705736","3","","9999","1 cup, diced","10066","132.0","","",""
"291749","2705736","7","","9999","Quantity not specified","90000","21.0","","",""
"291743","2705736","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291748","2705736","6","","9999","1 cubic inch","51000","15.0","","",""
"291747","2705736","5","","9999","1 cup, NFS","10010","108.0","","",""
"291744","2705736","2","","9999","1 slice","61935","21.0","","",""
"291756","2705737","7","","9999","Quantity not specified","90000","21.0","","",""
"291755","2705737","6","","9999","1 cubic inch","51000","15.0","","",""
"291754","2705737","5","","9999","1 cup, NFS","10010","108.0","","",""
"291751","2705737","2","","9999","1 slice","61935","21.0","","",""
"291750","2705737","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291753","2705737","4","","9999","1 cup, shredded","10159","108.0","","",""
"291752","2705737","3","","9999","1 cup, diced","10066","132.0","","",""
"291762","2705738","6","","9999","1 cubic inch","51000","15.0","","",""
"291760","2705738","4","","9999","1 cup, shredded","10159","108.0","","",""
"291761","2705738","5","","9999","1 cup, NFS","10010","108.0","","",""
"291759","2705738","3","","9999","1 cup, diced","10066","132.0","","",""
"291758","2705738","2","","9999","1 slice","61935","21.0","","",""
"291757","2705738","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291763","2705738","7","","9999","Quantity not specified","90000","21.0","","",""
"291771","2705739","8","","9999","Quantity not specified","90000","21.0","","",""
"291766","2705739","3","","9999","1 cup, shredded","10159","113.0","","",""
"291770","2705739","7","","9999","1 cubic inch","51000","17.3","","",""
"291767","2705739","4","","9999","1 cup, diced","10066","132.0","","",""
"291769","2705739","6","","9999","1 cup, melted","10120","244.0","","",""
"291765","2705739","2","","9999","1 slice","61935","21.0","","",""
"291768","2705739","5","","9999","1 cup, NFS","10010","113.0","","",""
"291764","2705739","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291772","2705740","1","","9999","1 cup","10205","246.0","","",""
"291773","2705740","2","","9999","Quantity not specified","90000","123.0","","",""
"291776","2705741","3","","9999","1 cup, melted","10120","244.0","","",""
"291775","2705741","2","","9999","Quantity not specified","90000","21.0","","",""
"291774","2705741","1","","9999","1 cup, shredded","10159","113.0","","",""
"291778","2705742","2","","9999","Quantity not specified","90000","21.0","","",""
"291777","2705742","1","","9999","1 cup, shredded","10159","113.0","","",""
"291781","2705743","3","","9999","Quantity not specified","90000","21.0","","",""
"291782","2705743","4","","9999","1 cubic inch","51000","17.5","","",""
"291780","2705743","2","","9999","1 oz","40000","28.35","","",""
"291779","2705743","1","","9999","1 cup, crumbled","10059","132.0","","",""
"291787","2705744","5","","9999","1 cup, NFS","10010","113.0","","",""
"291784","2705744","2","","9999","1 slice","61935","21.0","","",""
"291789","2705744","7","","9999","Quantity not specified","90000","21.0","","",""
"291788","2705744","6","","9999","1 cubic inch","51000","18.0","","",""
"291786","2705744","4","","9999","1 cup, shredded","10159","113.0","","",""
"291783","2705744","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291785","2705744","3","","9999","1 cup, diced","10066","132.0","","",""
"291795","2705745","6","","9999","Quantity not specified","90000","21.0","","",""
"291793","2705745","4","","9999","1 oz","40000","28.35","","",""
"291791","2705745","2","","9999","1 slice","61935","21.0","","",""
"291790","2705745","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291792","2705745","3","","9999","1 cup","10205","135.0","","",""
"291794","2705745","5","","9999","1 cubic inch","51000","18.0","","",""
"291796","2705746","1","","9999","1 cup","10205","100.0","","",""
"291797","2705746","2","","9999","1 tablespoon","21000","6.2","","",""
"291798","2705746","3","","9999","Quantity not specified","90000","21.0","","",""
"291799","2705747","1","","9999","1 cup","10205","210.0","","",""
"291800","2705747","2","","9999","Quantity not specified","90000","105.0","","",""
"291802","2705748","2","","9999","Quantity not specified","90000","105.0","","",""
"291801","2705748","1","","9999","1 cup","10205","210.0","","",""
"291803","2705749","1","","9999","1 cup","10205","210.0","","",""
"291804","2705749","2","","9999","Quantity not specified","90000","105.0","","",""
"291805","2705750","1","","9999","1 cup","10205","246.0","","",""
"291806","2705750","2","","9999","Quantity not specified","90000","123.0","","",""
"291808","2705751","2","","9999","Quantity not specified","90000","113.0","","",""
"291807","2705751","1","","9999","1 cup","10205","226.0","","",""
"291810","2705752","2","","9999","Quantity not specified","90000","113.0","","",""
"291809","2705752","1","","9999","1 cup","10205","226.0","","",""
"291814","2705753","5","","9999","1 cup, NFS","10010","210.0","","",""
"291813","2705753","4","","9999","1 cup, creamed","10339","210.0","","",""
"291812","2705753","3","","9999","1 cup, dry type","10072","145.0","","",""
"291811","2705753","2","","9999","Quantity not specified","90000","105.0","","",""
"291815","2705754","2","","9999","Quantity not specified","90000","105.0","","",""
"291816","2705754","3","","9999","1 cup, dry type","10072","145.0","","",""
"291818","2705754","5","","9999","1 cup, NFS","10010","210.0","","",""
"291817","2705754","4","","9999","1 cup, creamed","10339","210.0","","",""
"291822","2705755","4","","9999","Quantity not specified","90000","64.0","","",""
"291821","2705755","3","","9999","1 cubic inch","51000","17.0","","",""
"291819","2705755","1","","9999","1 cup","10205","128.0","","",""
"291820","2705755","2","","9999","1 slice","61935","28.0","","",""
"291824","2705756","2","","9999","Quantity not specified","90000","113.0","","",""
"291823","2705756","1","","9999","1 cup","10205","226.0","","",""
"291826","2705757","2","","9999","Quantity not specified","90000","113.0","","",""
"291825","2705757","1","","9999","1 cup","10205","226.0","","",""
"291827","2705758","1","","9999","1 cup","10205","226.0","","",""
"291828","2705758","2","","9999","Quantity not specified","90000","113.0","","",""
"291830","2705759","2","","9999","Quantity not specified","90000","113.0","","",""
"291829","2705759","1","","9999","1 cup","10205","227.0","","",""
"291834","2705760","4","","9999","Quantity not specified","90000","30.0","","",""
"291832","2705760","2","","9999","1 tablespoon","21000","15.0","","",""
"291833","2705760","3","","9999","1 individual container","60868","28.35","","",""
"291831","2705760","1","","9999","1 cup","10205","240.0","","",""
"291835","2705761","1","","9999","1 cup","10205","240.0","","",""
"291837","2705761","3","","9999","1 individual container","60868","28.35","","",""
"291838","2705761","4","","9999","Quantity not specified","90000","30.0","","",""
"291836","2705761","2","","9999","1 tablespoon","21000","15.0","","",""
"291841","2705762","3","","9999","Quantity not specified","90000","30.0","","",""
"291840","2705762","2","","9999","1 tablespoon","21000","15.0","","",""
"291839","2705762","1","","9999","1 cup","10205","240.0","","",""
"291846","2705763","6","","9999","1 slice","61935","21.0","","",""
"291842","2705763","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291844","2705763","4","","9999","1 cubic inch","51000","17.5","","",""
"291845","2705763","5","","9999","Quantity not specified","90000","21.0","","",""
"291843","2705763","3","","9999","1"" wedge","62376","28.0","","",""
"291848","2705764","2","","9999","1 slice","61935","21.0","","",""
"291851","2705764","5","","9999","1 cup, diced","10066","140.0","","",""
"291852","2705764","6","","9999","1 cup, melted","10120","244.0","","",""
"291856","2705764","11","","9999","Quantity not specified","90000","21.0","","",""
"291854","2705764","9","","9999","1 cup, cubed","10310","132.0","","",""
"291847","2705764","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291849","2705764","3","","9999","1 stick","62239","28.35","","",""
"291850","2705764","4","","9999","1 cup, shredded","10159","113.0","","",""
"291855","2705764","10","","9999","1 cubic inch","51000","17.5","","",""
"291853","2705764","8","","9999","1 cup, NFS","10010","113.0","","",""
"291863","2705765","8","","9999","1 cup, NFS","10010","113.0","","",""
"291862","2705765","6","","9999","1 cup, melted","10120","244.0","","",""
"291858","2705765","2","","9999","1 slice","61935","21.0","","",""
"291861","2705765","5","","9999","1 cup, diced","10066","140.0","","",""
"291865","2705765","10","","9999","1 cubic inch","51000","17.5","","",""
"291864","2705765","9","","9999","1 cup, cubed","10310","132.0","","",""
"291860","2705765","4","","9999","1 cup, shredded","10159","113.0","","",""
"291859","2705765","3","","9999","1 stick","62239","28.35","","",""
"291857","2705765","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291866","2705765","11","","9999","Quantity not specified","90000","21.0","","",""
"291868","2705766","2","","9999","1 slice","61935","21.0","","",""
"291876","2705766","12","","9999","Quantity not specified","90000","21.0","","",""
"291874","2705766","9","","9999","1 cup, cubed","10310","132.0","","",""
"291869","2705766","3","","9999","1 stick","62239","28.35","","",""
"291875","2705766","10","","9999","1 cubic inch","51000","16.2","","",""
"291873","2705766","7","","9999","1 cup, NFS","10010","113.0","","",""
"291872","2705766","6","","9999","1 cup, melted","10120","244.0","","",""
"291867","2705766","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291871","2705766","5","","9999","1 cup, diced","10066","140.0","","",""
"291870","2705766","4","","9999","1 cup, shredded","10159","113.0","","",""
"291880","2705767","4","","9999","1 cup, shredded","10159","113.0","","",""
"291879","2705767","3","","9999","1 cup, diced","10066","140.0","","",""
"291881","2705767","5","","9999","1 cup, NFS","10010","113.0","","",""
"291877","2705767","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291883","2705767","7","","9999","Quantity not specified","90000","21.0","","",""
"291878","2705767","2","","9999","1 slice","61935","21.0","","",""
"291882","2705767","6","","9999","1 cubic inch","51000","17.5","","",""
"291884","2705768","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291892","2705768","9","","9999","1 wedge","62927","21.0","","",""
"291887","2705768","4","","9999","1 cup, shredded","10159","113.0","","",""
"291890","2705768","7","","9999","Quantity not specified","90000","21.0","","",""
"291889","2705768","6","","9999","1 cubic inch","51000","17.5","","",""
"291893","2705768","10","","9999","1 bite size","60413","4.7","","",""
"291888","2705768","5","","9999","1 cup, NFS","10010","113.0","","",""
"291885","2705768","2","","9999","1 slice","61935","21.0","","",""
"291891","2705768","8","","9999","1 cup, melted","10120","244.0","","",""
"291886","2705768","3","","9999","1 cup, diced","10066","140.0","","",""
"291896","2705769","3","","9999","Quantity not specified","90000","30.0","","",""
"291895","2705769","2","","9999","1 tablespoon","21000","15.0","","",""
"291894","2705769","1","","9999","1 cup","10205","240.0","","",""
"291898","2705770","3","","9999","1 Handi-Snack cheese container","63922","16.0","","",""
"291897","2705770","2","","9999","Quantity not specified","90000","21.0","","",""
"291899","2705770","4","","9999","1 slice","61935","21.0","","",""
"291908","2705771","10","","9999","1 slice","61935","21.0","","",""
"291906","2705771","8","","9999","1 cubic inch","51000","17.5","","",""
"291903","2705771","5","","9999","1 cup, shredded","10159","113.0","","",""
"291901","2705771","3","","9999","1 oz","40000","28.35","","",""
"291905","2705771","7","","9999","1 cup, NFS","10010","113.0","","",""
"291904","2705771","6","","9999","1 cup, diced","10066","140.0","","",""
"291902","2705771","4","","9999","1 cup, melted","10120","244.0","","",""
"291900","2705771","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291907","2705771","9","","9999","Quantity not specified","90000","21.0","","",""
"291913","2705772","5","","9999","1 cup, NFS","10010","113.0","","",""
"291910","2705772","2","","9999","1 cup, shredded","10159","113.0","","",""
"291911","2705772","3","","9999","1 cup, diced","10066","140.0","","",""
"291909","2705772","1","","9999","1 oz","40000","28.35","","",""
"291912","2705772","4","","9999","1 cup, melted","10120","244.0","","",""
"291915","2705772","7","","9999","Quantity not specified","90000","14.0","","",""
"291914","2705772","6","","9999","1 cubic inch","51000","17.5","","",""
"291920","2705773","6","","9999","1 cup","10205","244.0","","",""
"291921","2705773","7","","9999","1 cup, diced","10066","140.0","","",""
"291916","2705773","1","","9999","1 cracker-size slice","64017","9.0","","",""
"291919","2705773","5","","9999","1 jar (5 oz)","60894","142.0","","",""
"291922","2705773","8","","9999","1 cubic inch","51000","17.5","","",""
"291925","2705773","11","","9999","1 bite size","60413","4.7","","",""
"291924","2705773","10","","9999","1 wedge","62927","21.0","","",""
"291923","2705773","9","","9999","Quantity not specified","90000","21.0","","",""
"291918","2705773","4","","9999","1 oz","40000","28.35","","",""
"291917","2705773","2","","9999","1 slice","61935","21.0","","",""
"291926","2705774","1","","9999","1 oz","40000","28.35","","",""
"291929","2705774","4","","9999","Quantity not specified","90000","30.0","","",""
"291927","2705774","2","","9999","1 cup","10205","244.0","","",""
"291928","2705774","3","","9999","1 cubic inch","51000","17.5","","",""
"291931","2705775","2","","9999","1 oz","40000","28.35","","",""
"291932","2705775","3","","9999","Quantity not specified","90000","30.0","","",""
"291930","2705775","1","","9999","1 cup","10205","240.0","","",""
"291935","2705776","3","","9999","Quantity not specified","90000","28.0","","",""
"291934","2705776","2","","9999","1 can (4.75 oz)","60523","135.0","","",""
"291933","2705776","1","","9999","1 cup","10205","225.0","","",""
"291938","2705777","3","","9999","1 cup, NFS","10010","113.0","","",""
"291939","2705777","4","","9999","1 cubic inch","51000","17.7","","",""
"291937","2705777","2","","9999","1 cup, shredded","10159","113.0","","",""
"291940","2705777","5","","9999","Quantity not specified","90000","21.0","","",""
"291936","2705777","1","","9999","1 slice","61935","21.0","","",""
"291942","2705778","2","","9999","Quantity not specified","90000","120.0","","",""
"291941","2705778","1","","9999","1 cup","10205","240.0","","",""
"291944","2705779","2","","9999","Quantity not specified","90000","120.0","","",""
"291943","2705779","1","","9999","1 cup","10205","240.0","","",""
"291945","2705780","1","","9999","1 cup","10205","240.0","","",""
"291946","2705780","2","","9999","Quantity not specified","90000","120.0","","",""
"291948","2705781","2","","9999","Quantity not specified","90000","30.0","","",""
"291947","2705781","1","","9999","1 tablespoon","21000","15.0","","",""
"291949","2705781","3","","9999","1 cubic inch","51000","16.6","","",""
"291950","2705782","1","","9999","1 tablespoon","21000","15.0","","",""
"291951","2705782","2","","9999","1 individual container","60868","70.0","","",""
"291952","2705782","3","","9999","Quantity not specified","90000","60.0","","",""
"291954","2705783","2","","9999","1 individual container","60868","70.0","","",""
"291953","2705783","1","","9999","1 tablespoon","21000","15.0","","",""
"291955","2705783","3","","9999","Quantity not specified","90000","60.0","","",""
"291957","2705784","2","","9999","1 individual container","60868","70.0","","",""
"291958","2705784","3","","9999","Quantity not specified","90000","60.0","","",""
"291956","2705784","1","","9999","1 tablespoon","21000","15.0","","",""
"291961","2705785","3","","9999","Quantity not specified","90000","60.0","","",""
"291960","2705785","2","","9999","1 individual container","60868","70.0","","",""
"291959","2705785","1","","9999","1 tablespoon","21000","15.0","","",""
"291964","2705786","4","","9999","Quantity not specified","90000","60.0","","",""
"291962","2705786","1","","9999","1 tablespoon","21000","15.0","","",""
"291963","2705786","2","","9999","1 individual container","60868","70.0","","",""
"291967","2705787","3","","9999","Topping per surface inch of pizza","52002","2.1","","",""
"291968","2705787","5","","9999","Quantity not specified","90000","80.0","","",""
"291965","2705787","1","","9999","Topping from 1 piece","64306","40.0","","",""
"291966","2705787","2","","9999","1 cup","10205","215.0","","",""
"291971","2705788","3","","9999","Topping per surface inch of pizza","52002","2.6","","",""
"291972","2705788","5","","9999","Quantity not specified","90000","98.0","","",""
"291969","2705788","1","","9999","Topping from 1 piece","64306","49.0","","",""
"291970","2705788","2","","9999","1 cup","10205","168.0","","",""
"291974","2705789","2","","9999","1 cup","10205","168.0","","",""
"291973","2705789","1","","9999","Topping from 1 piece","64306","41.0","","",""
"291975","2705789","3","","9999","Topping per surface inch of pizza","52002","2.1","","",""
"291976","2705789","5","","9999","Quantity not specified","90000","82.0","","",""
"291978","2705790","2","","9999","1 cup","10205","168.0","","",""
"291977","2705790","1","","9999","Topping from 1 piece","64306","51.0","","",""
"291979","2705790","3","","9999","Topping per surface inch of pizza","52002","2.6","","",""
"291980","2705790","5","","9999","Quantity not specified","90000","102.0","","",""
"291981","2705791","1","","9999","1 tablespoon","21000","13.0","","",""
"291982","2705791","2","","9999","Quantity not specified","90000","52.0","","",""
"291983","2705792","1","","9999","1 cup","10205","95.0","","",""
"291984","2705792","2","","9999","Quantity not specified","90000","48.0","","",""
"291985","2705793","1","","9999","1 tablespoon","21000","15.0","","",""
"291986","2705793","3","","9999","Quantity not specified","90000","22.0","","",""
"291987","2705794","1","","9999","1 sandwich","61853","102.0","","",""
"291988","2705794","2","","9999","Quantity not specified","90000","102.0","","",""
"291990","2705795","2","","9999","Quantity not specified","90000","102.0","","",""
"291989","2705795","1","","9999","1 sandwich","61853","102.0","","",""
"291992","2705796","2","","9999","Quantity not specified","90000","102.0","","",""
"291991","2705796","1","","9999","1 sandwich","61853","102.0","","",""
"291994","2705797","2","","9999","Quantity not specified","90000","102.0","","",""
"291993","2705797","1","","9999","1 sandwich","61853","102.0","","",""
"291995","2705798","1","","9999","1 sandwich","61853","102.0","","",""
"291996","2705798","2","","9999","Quantity not specified","90000","102.0","","",""
"291998","2705799","2","","9999","Quantity not specified","90000","102.0","","",""
"291997","2705799","1","","9999","1 sandwich","61853","102.0","","",""
"291999","2705800","1","","9999","1 sandwich","61853","102.0","","",""
"292000","2705800","2","","9999","Quantity not specified","90000","102.0","","",""
"292001","2705801","1","","9999","1 sandwich","61853","116.0","","",""
