"fdc_id","food_code","wweia_category_number","start_date","end_date"
"2706527","27241000","3004","2021-01-01","2023-12-31"
"2706528","27241010","3004","2021-01-01","2023-12-31"
"2706529","27242000","3004","2021-01-01","2023-12-31"
"2706530","27242200","3004","2021-01-01","2023-12-31"
"2706531","27242250","3004","2021-01-01","2023-12-31"
"2706532","27242300","3004","2021-01-01","2023-12-31"
"2706533","27242310","3004","2021-01-01","2023-12-31"
"2706534","27242350","3004","2021-01-01","2023-12-31"
"2706535","27242400","3004","2021-01-01","2023-12-31"
"2706536","27242500","3404","2021-01-01","2023-12-31"
"2706537","27243000","3004","2021-01-01","2023-12-31"
"2706538","27243100","3202","2021-01-01","2023-12-31"
"2706539","27243300","3004","2021-01-01","2023-12-31"
"2706540","27243400","3004","2021-01-01","2023-12-31"
"2706541","27243500","3004","2021-01-01","2023-12-31"
"2706542","27243600","3404","2021-01-01","2023-12-31"
"2706543","27246100","3004","2021-01-01","2023-12-31"
"2706544","27246200","3004","2021-01-01","2023-12-31"
"2706545","27246300","3004","2021-01-01","2023-12-31"
"2706546","27246400","3004","2021-01-01","2023-12-31"
"2706547","27246500","3004","2021-01-01","2023-12-31"
"2706548","27246505","3004","2021-01-01","2023-12-31"
"2706549","27250040","3006","2021-01-01","2023-12-31"
"2706550","27250050","3006","2021-01-01","2023-12-31"
"2706551","27250060","3006","2021-01-01","2023-12-31"
"2706552","27250070","3006","2021-01-01","2023-12-31"
"2706553","27250120","3006","2021-01-01","2023-12-31"
"2706554","27250122","3006","2021-01-01","2023-12-31"
"2706555","27250124","3006","2021-01-01","2023-12-31"
"2706556","27250126","3006","2021-01-01","2023-12-31"
"2706557","27250128","3404","2021-01-01","2023-12-31"
"2706558","27250130","3006","2021-01-01","2023-12-31"
"2706559","27250132","3006","2021-01-01","2023-12-31"
"2706560","27250160","3006","2021-01-01","2023-12-31"
"2706561","27250210","3006","2021-01-01","2023-12-31"
"2706562","27250250","3006","2021-01-01","2023-12-31"
"2706563","27250260","3006","2021-01-01","2023-12-31"
"2706564","27250270","3006","2021-01-01","2023-12-31"
"2706565","27250400","3006","2021-01-01","2023-12-31"
"2706566","27250410","3006","2021-01-01","2023-12-31"
"2706567","27250450","3006","2021-01-01","2023-12-31"
"2706568","27250520","2402","2021-01-01","2023-12-31"
"2706569","27250550","3006","2021-01-01","2023-12-31"
"2706570","27250610","3006","2021-01-01","2023-12-31"
"2706571","27250630","3006","2021-01-01","2023-12-31"
"2706572","27250710","3006","2021-01-01","2023-12-31"
"2706573","27250810","3006","2021-01-01","2023-12-31"
"2706574","27250820","3006","2021-01-01","2023-12-31"
"2706575","27250830","3006","2021-01-01","2023-12-31"
"2706576","27250900","3006","2021-01-01","2023-12-31"
"2706577","27250950","3006","2021-01-01","2023-12-31"
"2706578","27251010","3006","2021-01-01","2023-12-31"
"2706579","27260010","3002","2021-01-01","2023-12-31"
"2706580","27260050","3002","2021-01-01","2023-12-31"
"2706581","27260080","3002","2021-01-01","2023-12-31"
"2706582","27260090","3002","2021-01-01","2023-12-31"
"2706583","27260100","3002","2021-01-01","2023-12-31"
"2706584","27260110","3002","2021-01-01","2023-12-31"
"2706585","27260500","3002","2021-01-01","2023-12-31"
"2706586","27261500","3002","2021-01-01","2023-12-31"
"2706587","27311110","3002","2021-01-01","2023-12-31"
"2706588","27311120","3002","2021-01-01","2023-12-31"
"2706589","27311210","3002","2021-01-01","2023-12-31"
"2706590","27311220","3002","2021-01-01","2023-12-31"
"2706591","27311310","3002","2021-01-01","2023-12-31"
"2706592","27311410","3002","2021-01-01","2023-12-31"
"2706593","27311430","3002","2021-01-01","2023-12-31"
"2706594","27311510","3002","2021-01-01","2023-12-31"
"2706595","27311600","3002","2021-01-01","2023-12-31"
"2706596","27311605","3002","2021-01-01","2023-12-31"
"2706597","27311610","3002","2021-01-01","2023-12-31"
"2706598","27311620","3002","2021-01-01","2023-12-31"
"2706599","27311625","3002","2021-01-01","2023-12-31"
"2706600","27311630","3002","2021-01-01","2023-12-31"
"2706601","27311635","3002","2021-01-01","2023-12-31"
"2706602","27311640","3002","2021-01-01","2023-12-31"
"2706603","27311645","3404","2021-01-01","2023-12-31"
"2706604","27311650","3404","2021-01-01","2023-12-31"
"2706605","27313010","3002","2021-01-01","2023-12-31"
"2706606","27313020","3002","2021-01-01","2023-12-31"
"2706607","27313110","3402","2021-01-01","2023-12-31"
"2706608","27313150","3404","2021-01-01","2023-12-31"
"2706609","27313160","3404","2021-01-01","2023-12-31"
"2706610","27313210","3002","2021-01-01","2023-12-31"
"2706611","27313220","3002","2021-01-01","2023-12-31"
"2706612","27313310","3002","2021-01-01","2023-12-31"
"2706613","27313320","3002","2021-01-01","2023-12-31"
"2706614","27313410","3002","2021-01-01","2023-12-31"
"2706615","27313420","3002","2021-01-01","2023-12-31"
"2706616","27315010","3002","2021-01-01","2023-12-31"
"2706617","27315020","3002","2021-01-01","2023-12-31"
"2706618","27315210","3002","2021-01-01","2023-12-31"
"2706619","27315220","3002","2021-01-01","2023-12-31"
"2706620","27315250","3002","2021-01-01","2023-12-31"
"2706621","27315270","3002","2021-01-01","2023-12-31"
"2706622","27315310","3002","2021-01-01","2023-12-31"
"2706623","27315320","3002","2021-01-01","2023-12-31"
"2706624","27315330","3002","2021-01-01","2023-12-31"
"2706625","27315340","3002","2021-01-01","2023-12-31"
"2706626","27315410","3002","2021-01-01","2023-12-31"
"2706627","27315420","3002","2021-01-01","2023-12-31"
"2706628","27315510","3404","2021-01-01","2023-12-31"
"2706629","27315520","3404","2021-01-01","2023-12-31"
"2706630","27317010","3002","2021-01-01","2023-12-31"
"2706631","27317100","3002","2021-01-01","2023-12-31"
"2706632","27317110","3002","2021-01-01","2023-12-31"
"2706633","27319010","3002","2021-01-01","2023-12-31"
"2706634","27320025","3002","2021-01-01","2023-12-31"
"2706635","27320027","3002","2021-01-01","2023-12-31"
"2706636","27320030","3002","2021-01-01","2023-12-31"
"2706637","27320040","3002","2021-01-01","2023-12-31"
"2706638","27320070","3002","2021-01-01","2023-12-31"
"2706639","27320080","3002","2021-01-01","2023-12-31"
"2706640","27320090","3002","2021-01-01","2023-12-31"
"2706641","27320100","3002","2021-01-01","2023-12-31"
"2706642","27320110","3002","2021-01-01","2023-12-31"
"2706643","27320120","3002","2021-01-01","2023-12-31"
"2706644","27320130","3002","2021-01-01","2023-12-31"
"2706645","27320140","3002","2021-01-01","2023-12-31"
"2706646","27320150","3002","2021-01-01","2023-12-31"
"2706647","27320210","3002","2021-01-01","2023-12-31"
"2706648","27320310","3402","2021-01-01","2023-12-31"
"2706649","27320320","3404","2021-01-01","2023-12-31"
"2706650","27320330","3404","2021-01-01","2023-12-31"
"2706651","27320340","3002","2021-01-01","2023-12-31"
"2706652","27320350","3002","2021-01-01","2023-12-31"
"2706653","27320410","3002","2021-01-01","2023-12-31"
"2706654","27320450","3002","2021-01-01","2023-12-31"
"2706655","27320500","3404","2021-01-01","2023-12-31"
"2706656","27330050","3002","2021-01-01","2023-12-31"
"2706657","27330060","3002","2021-01-01","2023-12-31"
"2706658","27330080","3002","2021-01-01","2023-12-31"
"2706659","27330170","3002","2021-01-01","2023-12-31"
"2706660","27330210","3002","2021-01-01","2023-12-31"
"2706661","27335500","3002","2021-01-01","2023-12-31"
"2706662","27336200","3002","2021-01-01","2023-12-31"
"2706663","27336250","3002","2021-01-01","2023-12-31"
"2706664","27336300","3002","2021-01-01","2023-12-31"
"2706665","27336310","3002","2021-01-01","2023-12-31"
"2706666","27341000","3004","2021-01-01","2023-12-31"
"2706667","27341010","3004","2021-01-01","2023-12-31"
"2706668","27341020","3004","2021-01-01","2023-12-31"
"2706669","27341025","3004","2021-01-01","2023-12-31"
"2706670","27341030","3004","2021-01-01","2023-12-31"
"2706671","27341035","3004","2021-01-01","2023-12-31"
"2706672","27341040","3004","2021-01-01","2023-12-31"
"2706673","27341045","3004","2021-01-01","2023-12-31"
"2706674","27341050","3004","2021-01-01","2023-12-31"
"2706675","27341055","3004","2021-01-01","2023-12-31"
"2706676","27341060","3004","2021-01-01","2023-12-31"
"2706677","27341330","3004","2021-01-01","2023-12-31"
"2706678","27341520","3004","2021-01-01","2023-12-31"
"2706679","27343010","3004","2021-01-01","2023-12-31"
"2706680","27343020","3004","2021-01-01","2023-12-31"
"2706681","27343410","3004","2021-01-01","2023-12-31"
"2706682","27343420","3004","2021-01-01","2023-12-31"
"2706683","27343470","3004","2021-01-01","2023-12-31"
"2706684","27343480","3004","2021-01-01","2023-12-31"
"2706685","27343510","3004","2021-01-01","2023-12-31"
"2706686","27343520","3004","2021-01-01","2023-12-31"
"2706687","27343910","3402","2021-01-01","2023-12-31"
"2706688","27343950","3004","2021-01-01","2023-12-31"
"2706689","27343960","3004","2021-01-01","2023-12-31"
"2706690","27345010","3004","2021-01-01","2023-12-31"
"2706691","27345020","3004","2021-01-01","2023-12-31"
"2706692","27345210","3004","2021-01-01","2023-12-31"
"2706693","27345220","3004","2021-01-01","2023-12-31"
"2706694","27345230","3004","2021-01-01","2023-12-31"
"2706695","27345310","3404","2021-01-01","2023-12-31"
"2706696","27345320","3404","2021-01-01","2023-12-31"
"2706697","27345410","3004","2021-01-01","2023-12-31"
"2706698","27345420","3004","2021-01-01","2023-12-31"
"2706699","27345440","3004","2021-01-01","2023-12-31"
"2706700","27345450","3004","2021-01-01","2023-12-31"
"2706701","27345510","3004","2021-01-01","2023-12-31"
"2706702","27345520","3004","2021-01-01","2023-12-31"
"2706703","27347100","3004","2021-01-01","2023-12-31"
"2706704","27347200","3004","2021-01-01","2023-12-31"
"2706705","27347210","3004","2021-01-01","2023-12-31"
"2706706","27347220","3004","2021-01-01","2023-12-31"
"2706707","27347230","3004","2021-01-01","2023-12-31"
"2706708","27347240","3004","2021-01-01","2023-12-31"
"2706709","27347250","3004","2021-01-01","2023-12-31"
"2706710","27348100","3004","2021-01-01","2023-12-31"
"2706711","27350020","3202","2021-01-01","2023-12-31"
"2706712","27350050","3402","2021-01-01","2023-12-31"
"2706713","27350060","3006","2021-01-01","2023-12-31"
"2706714","27350080","3006","2021-01-01","2023-12-31"
"2706715","27350090","3006","2021-01-01","2023-12-31"
"2706716","27350100","3006","2021-01-01","2023-12-31"
"2706717","27350110","3006","2021-01-01","2023-12-31"
"2706718","27350410","3006","2021-01-01","2023-12-31"
"2706719","27351010","3006","2021-01-01","2023-12-31"
"2706720","27351040","3006","2021-01-01","2023-12-31"
"2706721","27360000","3002","2021-01-01","2023-12-31"
"2706722","27360080","3402","2021-01-01","2023-12-31"
"2706723","27360090","3202","2021-01-01","2023-12-31"
"2706724","27360120","3402","2021-01-01","2023-12-31"
"2706725","27362000","3002","2021-01-01","2023-12-31"
"2706726","27363000","3006","2021-01-01","2023-12-31"
"2706727","27363100","3202","2021-01-01","2023-12-31"
"2706728","27410210","3002","2021-01-01","2023-12-31"
"2706729","27410220","3002","2021-01-01","2023-12-31"
"2706730","27410250","3002","2021-01-01","2023-12-31"
"2706731","27411100","3002","2021-01-01","2023-12-31"
"2706732","27411120","3002","2021-01-01","2023-12-31"
"2706733","27411150","3002","2021-01-01","2023-12-31"
"2706734","27411200","3002","2021-01-01","2023-12-31"
"2706735","27414100","3002","2021-01-01","2023-12-31"
"2706736","27414200","3002","2021-01-01","2023-12-31"
"2706737","27415100","3404","2021-01-01","2023-12-31"
"2706738","27415110","3404","2021-01-01","2023-12-31"
"2706739","27415120","3404","2021-01-01","2023-12-31"
"2706740","27415130","3404","2021-01-01","2023-12-31"
"2706741","27415140","3404","2021-01-01","2023-12-31"
"2706742","27415150","3402","2021-01-01","2023-12-31"
"2706743","27415170","3404","2021-01-01","2023-12-31"
"2706744","27415200","3404","2021-01-01","2023-12-31"
"2706745","27415220","3404","2021-01-01","2023-12-31"
"2706746","27416100","3002","2021-01-01","2023-12-31"
"2706747","27416150","3002","2021-01-01","2023-12-31"
"2706748","27416200","3002","2021-01-01","2023-12-31"
"2706749","27416250","3002","2021-01-01","2023-12-31"
"2706750","27416300","3502","2021-01-01","2023-12-31"
"2706751","27416400","3404","2021-01-01","2023-12-31"
"2706752","27416450","3002","2021-01-01","2023-12-31"
"2706753","27416500","3002","2021-01-01","2023-12-31"
"2706754","27418410","3002","2021-01-01","2023-12-31"
"2706755","27420010","3002","2021-01-01","2023-12-31"
"2706756","27420020","3002","2021-01-01","2023-12-31"
"2706757","27420040","3002","2021-01-01","2023-12-31"
"2706758","27420060","3002","2021-01-01","2023-12-31"
"2706759","27420080","6411","2021-01-01","2023-12-31"
"2706760","27420100","3404","2021-01-01","2023-12-31"
"2706761","27420110","3404","2021-01-01","2023-12-31"
"2706762","27420120","3404","2021-01-01","2023-12-31"
"2706763","27420150","3404","2021-01-01","2023-12-31"
"2706764","27420160","3404","2021-01-01","2023-12-31"
"2706765","27420170","3404","2021-01-01","2023-12-31"
"2706766","27420200","3002","2021-01-01","2023-12-31"
"2706767","27420250","3002","2021-01-01","2023-12-31"
"2706768","27420270","3002","2021-01-01","2023-12-31"
"2706769","27420350","3002","2021-01-01","2023-12-31"
"2706770","27420370","3404","2021-01-01","2023-12-31"
"2706771","27420390","3402","2021-01-01","2023-12-31"
"2706772","27420400","3002","2021-01-01","2023-12-31"
"2706773","27420410","3002","2021-01-01","2023-12-31"
"2706774","27420450","3002","2021-01-01","2023-12-31"
"2706775","27420460","3002","2021-01-01","2023-12-31"
"2706776","27420470","3002","2021-01-01","2023-12-31"
"2706777","27420500","3404","2021-01-01","2023-12-31"
"2706778","27420510","3404","2021-01-01","2023-12-31"
"2706779","27420520","3002","2021-01-01","2023-12-31"
"2706780","27430610","3002","2021-01-01","2023-12-31"
"2706781","27440110","3004","2021-01-01","2023-12-31"
"2706782","27440120","3004","2021-01-01","2023-12-31"
"2706783","27440130","3004","2021-01-01","2023-12-31"
"2706784","27441120","3004","2021-01-01","2023-12-31"
"2706785","27442110","3004","2021-01-01","2023-12-31"
"2706786","27442120","3004","2021-01-01","2023-12-31"
"2706787","27443110","3004","2021-01-01","2023-12-31"
"2706788","27443120","3004","2021-01-01","2023-12-31"
"2706789","27443150","3004","2021-01-01","2023-12-31"
"2706790","27445110","3404","2021-01-01","2023-12-31"
"2706791","27445120","3404","2021-01-01","2023-12-31"
"2706792","27445125","3004","2021-01-01","2023-12-31"
"2706793","27445130","3004","2021-01-01","2023-12-31"
"2706794","27445150","3404","2021-01-01","2023-12-31"
"2706795","27445180","3404","2021-01-01","2023-12-31"
"2706796","27445220","3404","2021-01-01","2023-12-31"
"2706797","27445250","3404","2021-01-01","2023-12-31"
"2706798","27446100","3402","2021-01-01","2023-12-31"
"2706799","27446200","3004","2021-01-01","2023-12-31"
"2706800","27446205","3004","2021-01-01","2023-12-31"
"2706801","27446220","3004","2021-01-01","2023-12-31"
"2706802","27446225","3004","2021-01-01","2023-12-31"
"2706803","27446230","3004","2021-01-01","2023-12-31"
"2706804","27446235","3004","2021-01-01","2023-12-31"
"2706805","27446240","3004","2021-01-01","2023-12-31"
"2706806","27446245","3004","2021-01-01","2023-12-31"
"2706807","27446250","3004","2021-01-01","2023-12-31"
"2706808","27446255","3004","2021-01-01","2023-12-31"
"2706809","27446260","3004","2021-01-01","2023-12-31"
"2706810","27446300","3004","2021-01-01","2023-12-31"
"2706811","27446310","3004","2021-01-01","2023-12-31"
"2706812","27446315","3004","2021-01-01","2023-12-31"
"2706813","27446320","3004","2021-01-01","2023-12-31"
"2706814","27446330","3004","2021-01-01","2023-12-31"
"2706815","27446332","3004","2021-01-01","2023-12-31"
"2706816","27446350","3004","2021-01-01","2023-12-31"
"2706817","27446355","3004","2021-01-01","2023-12-31"
"2706818","27446360","3004","2021-01-01","2023-12-31"
"2706819","27446362","3004","2021-01-01","2023-12-31"
"2706820","27446400","3004","2021-01-01","2023-12-31"
"2706821","27446410","3004","2021-01-01","2023-12-31"
"2706822","27448020","3004","2021-01-01","2023-12-31"
"2706823","27448030","3004","2021-01-01","2023-12-31"
"2706824","27450010","3006","2021-01-01","2023-12-31"
"2706825","27450020","3006","2021-01-01","2023-12-31"
"2706826","27450030","3006","2021-01-01","2023-12-31"
"2706827","27450040","3402","2021-01-01","2023-12-31"
"2706828","27450060","3006","2021-01-01","2023-12-31"
"2706829","27450061","3006","2021-01-01","2023-12-31"
"2706830","27450062","3006","2021-01-01","2023-12-31"
"2706831","27450063","3006","2021-01-01","2023-12-31"
"2706832","27450064","3006","2021-01-01","2023-12-31"
"2706833","27450065","3006","2021-01-01","2023-12-31"
"2706834","27450066","3006","2021-01-01","2023-12-31"
"2706835","27450067","3006","2021-01-01","2023-12-31"
"2706836","27450068","3006","2021-01-01","2023-12-31"
"2706837","27450070","3006","2021-01-01","2023-12-31"
"2706838","27450080","3006","2021-01-01","2023-12-31"
"2706839","27450090","3006","2021-01-01","2023-12-31"
"2706840","27450100","3006","2021-01-01","2023-12-31"
"2706841","27450110","3006","2021-01-01","2023-12-31"
"2706842","27450120","3006","2021-01-01","2023-12-31"
"2706843","27450130","3006","2021-01-01","2023-12-31"
"2706844","27450150","3006","2021-01-01","2023-12-31"
"2706845","27450180","3006","2021-01-01","2023-12-31"
"2706846","27450190","3006","2021-01-01","2023-12-31"
"2706847","27450200","3006","2021-01-01","2023-12-31"
"2706848","27450210","3006","2021-01-01","2023-12-31"
"2706849","27450250","3006","2021-01-01","2023-12-31"
"2706850","27450310","3006","2021-01-01","2023-12-31"
"2706851","27450400","3006","2021-01-01","2023-12-31"
"2706852","27450405","3006","2021-01-01","2023-12-31"
"2706853","27450410","3404","2021-01-01","2023-12-31"
"2706854","27450420","3404","2021-01-01","2023-12-31"
"2706855","27450430","3006","2021-01-01","2023-12-31"
"2706856","27450450","3006","2021-01-01","2023-12-31"
"2706857","27450470","3404","2021-01-01","2023-12-31"
"2706858","27450510","3006","2021-01-01","2023-12-31"
"2706859","27450600","3404","2021-01-01","2023-12-31"
"2706860","27450610","3404","2021-01-01","2023-12-31"
"2706861","27450650","3006","2021-01-01","2023-12-31"
"2706862","27450660","3006","2021-01-01","2023-12-31"
"2706863","27450700","3006","2021-01-01","2023-12-31"
"2706864","27450710","3006","2021-01-01","2023-12-31"
"2706865","27450740","3404","2021-01-01","2023-12-31"
"2706866","27450750","3404","2021-01-01","2023-12-31"
"2706867","27450760","3006","2021-01-01","2023-12-31"
"2706868","27451010","3006","2021-01-01","2023-12-31"
"2706869","27451030","3006","2021-01-01","2023-12-31"
"2706870","27451060","3006","2021-01-01","2023-12-31"
"2706871","27451070","3006","2021-01-01","2023-12-31"
"2706872","27460010","3402","2021-01-01","2023-12-31"
"2706873","27460100","3006","2021-01-01","2023-12-31"
"2706874","27460510","3002","2021-01-01","2023-12-31"
"2706875","27460710","3004","2021-01-01","2023-12-31"
"2706876","27460750","3002","2021-01-01","2023-12-31"
"2706877","27462000","3002","2021-01-01","2023-12-31"
"2706878","27463000","3004","2021-01-01","2023-12-31"
"2706879","27464000","3006","2021-01-01","2023-12-31"
"2706880","27500050","3740","2021-01-01","2023-12-31"
"2706881","27500300","3740","2021-01-01","2023-12-31"
"2706882","27500400","3742","2021-01-01","2023-12-31"
"2706883","27510100","3742","2021-01-01","2023-12-31"
"2706884","27510105","3742","2021-01-01","2023-12-31"
"2706885","27510130","3742","2021-01-01","2023-12-31"
"2706886","27510135","3742","2021-01-01","2023-12-31"
"2706887","27510140","3702","2021-01-01","2023-12-31"
"2706888","27510155","3702","2021-01-01","2023-12-31"
"2706889","27510160","3702","2021-01-01","2023-12-31"
"2706890","27510170","3702","2021-01-01","2023-12-31"
"2706891","27510171","3702","2021-01-01","2023-12-31"
"2706892","27510172","3702","2021-01-01","2023-12-31"
"2706893","27510190","3702","2021-01-01","2023-12-31"
"2706894","27510191","3702","2021-01-01","2023-12-31"
"2706895","27510195","3702","2021-01-01","2023-12-31"
"2706896","27510196","3702","2021-01-01","2023-12-31"
"2706897","27510215","3702","2021-01-01","2023-12-31"
"2706898","27510229","3702","2021-01-01","2023-12-31"
"2706899","27510231","3702","2021-01-01","2023-12-31"
"2706900","27510232","3702","2021-01-01","2023-12-31"
"2706901","27510241","3702","2021-01-01","2023-12-31"
"2706902","27510242","3702","2021-01-01","2023-12-31"
"2706903","27510245","3702","2021-01-01","2023-12-31"
"2706904","27510246","3702","2021-01-01","2023-12-31"
"2706905","27510254","3702","2021-01-01","2023-12-31"
"2706906","27510255","3702","2021-01-01","2023-12-31"
"2706907","27510257","3702","2021-01-01","2023-12-31"
"2706908","27510258","3702","2021-01-01","2023-12-31"
"2706909","27510261","3702","2021-01-01","2023-12-31"
"2706910","27510262","3702","2021-01-01","2023-12-31"
"2706911","27510263","3702","2021-01-01","2023-12-31"
"2706912","27510371","3702","2021-01-01","2023-12-31"
"2706913","27510386","3702","2021-01-01","2023-12-31"
"2706914","27510387","3702","2021-01-01","2023-12-31"
"2706915","27510388","3702","2021-01-01","2023-12-31"
"2706916","27510389","3702","2021-01-01","2023-12-31"
"2706917","27510401","3702","2021-01-01","2023-12-31"
"2706918","27510405","3702","2021-01-01","2023-12-31"
"2706919","27510501","3702","2021-01-01","2023-12-31"
"2706920","27510521","3702","2021-01-01","2023-12-31"
"2706921","27510531","3702","2021-01-01","2023-12-31"
"2706922","27510551","3702","2021-01-01","2023-12-31"
"2706923","27510552","3702","2021-01-01","2023-12-31"
"2706924","27510553","3702","2021-01-01","2023-12-31"
"2706925","27510565","3702","2021-01-01","2023-12-31"
"2706926","27510573","3702","2021-01-01","2023-12-31"
"2706927","27510575","3702","2021-01-01","2023-12-31"
"2706928","27510576","3702","2021-01-01","2023-12-31"
"2706929","27510601","3702","2021-01-01","2023-12-31"
"2706930","27510605","3702","2021-01-01","2023-12-31"
"2706931","27510615","3702","2021-01-01","2023-12-31"
"2706932","27510631","3702","2021-01-01","2023-12-31"
"2706933","27510632","3702","2021-01-01","2023-12-31"
"2706934","27510635","3702","2021-01-01","2023-12-31"
"2706935","27510636","3702","2021-01-01","2023-12-31"
"2706936","27510649","3702","2021-01-01","2023-12-31"
"2706937","27510652","3702","2021-01-01","2023-12-31"
"2706938","27510655","3702","2021-01-01","2023-12-31"
"2706939","27510657","3702","2021-01-01","2023-12-31"
"2706940","27510658","3702","2021-01-01","2023-12-31"
"2706941","27510659","3702","2021-01-01","2023-12-31"
"2706942","27510661","3702","2021-01-01","2023-12-31"
"2706943","27510671","3702","2021-01-01","2023-12-31"
"2706944","27510675","3702","2021-01-01","2023-12-31"
"2706945","27510700","3742","2021-01-01","2023-12-31"
"2706946","27510702","3742","2021-01-01","2023-12-31"
"2706947","27510705","3702","2021-01-01","2023-12-31"
"2706948","27510910","3740","2021-01-01","2023-12-31"
"2706949","27510920","3740","2021-01-01","2023-12-31"
"2706950","27510930","3740","2021-01-01","2023-12-31"
"2706951","27510940","3740","2021-01-01","2023-12-31"
"2706952","27510950","3740","2021-01-01","2023-12-31"
"2706953","27513010","3740","2021-01-01","2023-12-31"
"2706954","27513050","3740","2021-01-01","2023-12-31"
"2706955","27513055","3740","2021-01-01","2023-12-31"
"2706956","27513065","3740","2021-01-01","2023-12-31"
"2706957","27513070","3740","2021-01-01","2023-12-31"
"2706958","27514010","3742","2021-01-01","2023-12-31"
"2706959","27514020","3742","2021-01-01","2023-12-31"
"2706960","27514030","3742","2021-01-01","2023-12-31"
"2706961","27514040","3742","2021-01-01","2023-12-31"
"2706962","27516010","3742","2021-01-01","2023-12-31"
"2706963","27517000","3702","2021-01-01","2023-12-31"
"2706964","27520210","3740","2021-01-01","2023-12-31"
"2706965","27520220","3740","2021-01-01","2023-12-31"
"2706966","27520230","3740","2021-01-01","2023-12-31"
"2706967","27520240","3740","2021-01-01","2023-12-31"
"2706968","27520255","3740","2021-01-01","2023-12-31"
"2706969","27520260","3740","2021-01-01","2023-12-31"
"2706970","27520270","3740","2021-01-01","2023-12-31"
"2706971","27520340","3740","2021-01-01","2023-12-31"
"2706972","27520345","3740","2021-01-01","2023-12-31"
"2706973","27520410","3742","2021-01-01","2023-12-31"
"2706974","27520500","3742","2021-01-01","2023-12-31"
"2706975","27520510","3742","2021-01-01","2023-12-31"
"2706976","27520515","3742","2021-01-01","2023-12-31"
"2706977","27520520","3742","2021-01-01","2023-12-31"
"2706978","27520525","3742","2021-01-01","2023-12-31"
"2706979","27520610","3740","2021-01-01","2023-12-31"
"2706980","27520620","3740","2021-01-01","2023-12-31"
"2706981","27540010","3740","2021-01-01","2023-12-31"
"2706982","27540020","3740","2021-01-01","2023-12-31"
"2706983","27540030","3740","2021-01-01","2023-12-31"
"2706984","27540040","3740","2021-01-01","2023-12-31"
"2706985","27540050","3740","2021-01-01","2023-12-31"
"2706986","27540060","3740","2021-01-01","2023-12-31"
"2706987","27540070","3740","2021-01-01","2023-12-31"
"2706988","27540080","3740","2021-01-01","2023-12-31"
"2706989","27540090","3740","2021-01-01","2023-12-31"
"2706990","27540120","3704","2021-01-01","2023-12-31"
"2706991","27540121","3704","2021-01-01","2023-12-31"
"2706992","27540122","3704","2021-01-01","2023-12-31"
"2706993","27540123","3740","2021-01-01","2023-12-31"
"2706994","27540124","3740","2021-01-01","2023-12-31"
"2706995","27540125","3740","2021-01-01","2023-12-31"
"2706996","27540126","3740","2021-01-01","2023-12-31"
"2706997","27540127","3740","2021-01-01","2023-12-31"
"2706998","27540130","3742","2021-01-01","2023-12-31"
"2706999","27540131","3742","2021-01-01","2023-12-31"
"2707000","27540132","3704","2021-01-01","2023-12-31"
"2707001","27540139","3704","2021-01-01","2023-12-31"
"2707002","27540145","3704","2021-01-01","2023-12-31"
"2707003","27540146","3704","2021-01-01","2023-12-31"
"2707004","27540147","3704","2021-01-01","2023-12-31"
"2707005","27540152","3704","2021-01-01","2023-12-31"
"2707006","27540153","3704","2021-01-01","2023-12-31"
"2707007","27540160","3704","2021-01-01","2023-12-31"
"2707008","27540175","3704","2021-01-01","2023-12-31"
"2707009","27540176","3704","2021-01-01","2023-12-31"
"2707010","27540185","3704","2021-01-01","2023-12-31"
"2707011","27540186","3704","2021-01-01","2023-12-31"
"2707012","27540195","3704","2021-01-01","2023-12-31"
"2707013","27540196","3704","2021-01-01","2023-12-31"
"2707014","27540205","3704","2021-01-01","2023-12-31"
"2707015","27540206","3704","2021-01-01","2023-12-31"
"2707016","27540210","3704","2021-01-01","2023-12-31"
"2707017","27540300","3704","2021-01-01","2023-12-31"
"2707018","27545100","3702","2021-01-01","2023-12-31"
"2707019","27545110","3702","2021-01-01","2023-12-31"
"2707020","27550000","3730","2021-01-01","2023-12-31"
"2707021","27550100","3730","2021-01-01","2023-12-31"
"2707022","27550110","3730","2021-01-01","2023-12-31"
"2707023","27550120","3730","2021-01-01","2023-12-31"
"2707024","27550150","3730","2021-01-01","2023-12-31"
"2707025","27550200","3730","2021-01-01","2023-12-31"
"2707026","27550300","3730","2021-01-01","2023-12-31"
"2707027","27550400","3730","2021-01-01","2023-12-31"
"2707028","27550405","3730","2021-01-01","2023-12-31"
"2707029","27550410","3730","2021-01-01","2023-12-31"
"2707030","27550415","3730","2021-01-01","2023-12-31"
"2707031","27550420","3730","2021-01-01","2023-12-31"
"2707032","27550425","3730","2021-01-01","2023-12-31"
"2707033","27550510","3730","2021-01-01","2023-12-31"
"2707034","27550720","3730","2021-01-01","2023-12-31"
"2707035","27550730","3730","2021-01-01","2023-12-31"
"2707036","27550735","3730","2021-01-01","2023-12-31"
"2707037","27550737","3730","2021-01-01","2023-12-31"
"2707038","27550755","3730","2021-01-01","2023-12-31"
"2707039","27550800","3730","2021-01-01","2023-12-31"
"2707040","27560130","3740","2021-01-01","2023-12-31"
"2707041","27560140","3740","2021-01-01","2023-12-31"
"2707042","27560150","3740","2021-01-01","2023-12-31"
"2707043","27560160","3740","2021-01-01","2023-12-31"
