"id","fdc_id","nutrient_id","amount","data_points","derivation_id","min","max","median","footnote","min_year_acquired"
"34216858","2706625","418","0.31","","","","","","",""
"34216874","2706625","613","1.344","","","","","","",""
"34216843","2706625","319","21","","","","","","",""
"34216888","2706625","646","0.478","","","","","","",""
"34216853","2706625","404","0.097","","","","","","",""
"34216851","2706625","338","103","","","","","","",""
"34216856","2706625","415","0.118","","","","","","",""
"34216835","2706625","303","1.04","","","","","","",""
"34216871","2706625","610","0.062","","","","","","",""
"34216842","2706625","317","9.2","","","","","","",""
"34216850","2706625","337","0","","","","","","",""
"34216878","2706625","619","0.07","","","","","","",""
"34216857","2706625","417","34","","","","","","",""
"34216860","2706625","430","3.8","","","","","","",""
"34216837","2706625","305","113","","","","","","",""
"34216848","2706625","328","0.3","","","","","","",""
"34216831","2706625","263","0","","","","","","",""
"34216886","2706625","631","0.002","","","","","","",""
"34216836","2706625","304","17","","","","","","",""
"34216833","2706625","291","0.7","","","","","","",""
"34216827","2706625","208","143","","","","","","",""
"34216829","2706625","255","69.32","","","","","","",""
"34216863","2706625","435","51","","","","","","",""
"34216828","2706625","221","0","","","","","","",""
"34216832","2706625","269","0.5","","","","","","",""
"34216844","2706625","320","24","","","","","","",""
"34216885","2706625","630","0","","","","","","",""
"34216875","2706625","614","0.575","","","","","","",""
"34216826","2706625","205","15.85","","","","","","",""
"34216852","2706625","401","0.8","","","","","","",""
"34216896","2706626","263","0","","","","","","",""
"34216914","2706626","334","0","","","","","","",""
"34216935","2706626","609","0","","","","","","",""
"34216922","2706626","417","33","","","","","","",""
"34216917","2706626","401","3.7","","","","","","",""
"34216932","2706626","606","1.082","","","","","","",""
"34216905","2706626","309","0.98","","","","","","",""
"34216890","2706626","204","5.18","","","","","","",""
"34216906","2706626","312","0.056","","","","","","",""
"34216934","2706626","608","0","","","","","","",""
"34216913","2706626","328","0","","","","","","",""
"34216925","2706626","430","12.5","","","","","","",""
"34216918","2706626","404","0.095","","","","","","",""
"34216928","2706626","435","51","","","","","","",""
"34216944","2706626","620","0.004","","","","","","",""
"34216892","2706626","208","131","","","","","","",""
"34216933","2706626","607","0","","","","","","",""
"34216895","2706626","262","0","","","","","","",""
"34216951","2706626","631","0.002","","","","","","",""
"34216907","2706626","317","7.7","","","","","","",""
"34216908","2706626","319","0","","","","","","",""
"34216938","2706626","612","0.042","","","","","","",""
"34216901","2706626","304","11","","","","","","",""
"34216904","2706626","307","307","","","","","","",""
"34216949","2706626","629","0","","","","","","",""
"34216921","2706626","415","0.12","","","","","","",""
"34216953","2706626","646","1.413","","","","","","",""
"34216889","2706626","203","5.77","","","","","","",""
"34216920","2706626","406","1.516","","","","","","",""
"34216900","2706626","303","1","","","","","","",""
"34216937","2706626","611","0.004","","","","","","",""
"34216940","2706626","614","0.255","","","","","","",""
"34216948","2706626","628","0.026","","","","","","",""
"34216946","2706626","626","0.093","","","","","","",""
"34216903","2706626","306","90","","","","","","",""
"34216931","2706626","601","13","","","","","","",""
"34216915","2706626","337","0","","","","","","",""
"34216923","2706626","418","0.23","","","","","","",""
"34216916","2706626","338","157","","","","","","",""
"34216939","2706626","613","0.75","","","","","","",""
"34216902","2706626","305","57","","","","","","",""
"34216945","2706626","621","0","","","","","","",""
"34216894","2706626","255","72.85","","","","","","",""
"34216929","2706626","573","0","","","","","","",""
"34216912","2706626","323","0.9","","","","","","",""
"34216936","2706626","610","0.003","","","","","","",""
"34216950","2706626","630","0","","","","","","",""
"34216919","2706626","405","0.052","","","","","","",""
"34216927","2706626","432","9","","","","","","",""
"34216924","2706626","421","19.6","","","","","","",""
"34216943","2706626","619","0.165","","","","","","",""
"34216897","2706626","269","0.59","","","","","","",""
"34216899","2706626","301","14","","","","","","",""
"34216909","2706626","320","80","","","","","","",""
"34216911","2706626","322","330","","","","","","",""
"34216893","2706626","221","0","","","","","","",""
"34216910","2706626","321","778","","","","","","",""
"34216930","2706626","578","0","","","","","","",""
"34216952","2706626","645","2.135","","","","","","",""
"34216926","2706626","431","24","","","","","","",""
"34216942","2706626","618","1.238","","","","","","",""
"34216941","2706626","617","2.013","","","","","","",""
"34216947","2706626","627","0","","","","","","",""
"34216898","2706626","291","0.8","","","","","","",""
"34216891","2706626","205","15.01","","","","","","",""
"34216963","2706627","291","0.7","","","","","","",""
"34216960","2706627","262","0","","","","","","",""
"34216998","2706627","607","0","","","","","","",""
"34217006","2706627","617","2.027","","","","","","",""
"34216979","2706627","334","11","","","","","","",""
"34216964","2706627","301","12","","","","","","",""
"34216955","2706627","204","5.18","","","","","","",""
"34217009","2706627","620","0.004","","","","","","",""
"34216983","2706627","404","0.093","","","","","","",""
"34216967","2706627","305","59","","","","","","",""
"34216962","2706627","269","0.54","","","","","","",""
"34216958","2706627","221","0","","","","","","",""
"34216981","2706627","338","106","","","","","","",""
"34217005","2706627","614","0.256","","","","","","",""
"34217010","2706627","621","0","","","","","","",""
"34216986","2706627","415","0.115","","","","","","",""
"34216975","2706627","321","24","","","","","","",""
"34216973","2706627","319","0","","","","","","",""
"34216956","2706627","205","16.13","","","","","","",""
"34216966","2706627","304","13","","","","","","",""
"34216978","2706627","328","0","","","","","","",""
"34216987","2706627","417","33","","","","","","",""
"34217004","2706627","613","0.751","","","","","","",""
"34216989","2706627","421","20.5","","","","","","",""
"34216991","2706627","431","24","","","","","","",""
"34216959","2706627","255","71.71","","","","","","",""
"34217012","2706627","627","0","","","","","","",""
"34217007","2706627","618","1.241","","","","","","",""
"34216984","2706627","405","0.055","","","","","","",""
"34216969","2706627","307","314","","","","","","",""
"34216976","2706627","322","6","","","","","","",""
"34217014","2706627","629","0","","","","","","",""
"34216995","2706627","578","0","","","","","","",""
"34216977","2706627","323","0.7","","","","","","",""
"34216993","2706627","435","50","","","","","","",""
"34217015","2706627","630","0","","","","","","",""
"34216982","2706627","401","0.7","","","","","","",""
"34217013","2706627","628","0.026","","","","","","",""
"34216972","2706627","317","7.7","","","","","","",""
"34216957","2706627","208","135","","","","","","",""
"34216994","2706627","573","0","","","","","","",""
"34216970","2706627","309","1","","","","","","",""
"34216971","2706627","312","0.055","","","","","","",""
"34217000","2706627","609","0","","","","","","",""
"34217018","2706627","646","1.414","","","","","","",""
"34216965","2706627","303","0.99","","","","","","",""
"34216999","2706627","608","0","","","","","","",""
"34216974","2706627","320","3","","","","","","",""
"34217001","2706627","610","0.003","","","","","","",""
"34216988","2706627","418","0.23","","","","","","",""
"34216954","2706627","203","5.8","","","","","","",""
"34216990","2706627","430","6.9","","","","","","",""
"34217011","2706627","626","0.092","","","","","","",""
"34217016","2706627","631","0.002","","","","","","",""
"34217017","2706627","645","2.149","","","","","","",""
"34216985","2706627","406","1.588","","","","","","",""
"34217003","2706627","612","0.042","","","","","","",""
"34216961","2706627","263","0","","","","","","",""
"34216980","2706627","337","0","","","","","","",""
"34216997","2706627","606","1.083","","","","","","",""
"34216968","2706627","306","95","","","","","","",""
"34217008","2706627","619","0.163","","","","","","",""
"34216992","2706627","432","8","","","","","","",""
"34216996","2706627","601","13","","","","","","",""
"34217002","2706627","611","0.003","","","","","","",""
"34217075","2706628","621","0","","","","","","",""
"34217027","2706628","269","1.31","","","","","","",""
"34217031","2706628","304","17","","","","","","",""
"34217048","2706628","404","0.072","","","","","","",""
"34217050","2706628","406","2.152","","","","","","",""
"34217062","2706628","606","1.698","","","","","","",""
"34217040","2706628","321","1157","","","","","","",""
"34217046","2706628","338","236","","","","","","",""
"34217030","2706628","303","1.24","","","","","","",""
"34217021","2706628","205","7.9","","","","","","",""
"34217053","2706628","418","0.51","","","","","","",""
"34217044","2706628","334","0","","","","","","",""
"34217068","2706628","612","0.083","","","","","","",""
"34217041","2706628","322","508","","","","","","",""
"34217029","2706628","301","24","","","","","","",""
"34217025","2706628","262","0","","","","","","",""
"34217023","2706628","221","0","","","","","","",""
"34217047","2706628","401","12.8","","","","","","",""
"34217056","2706628","431","8","","","","","","",""
"34217020","2706628","204","7.7","","","","","","",""
"34217065","2706628","609","0","","","","","","",""
"34217033","2706628","306","209","","","","","","",""
"34217057","2706628","432","17","","","","","","",""
"34217037","2706628","317","11","","","","","","",""
"34217069","2706628","613","1.126","","","","","","",""
"34217054","2706628","421","40.8","","","","","","",""
"34217070","2706628","614","0.436","","","","","","",""
"34217052","2706628","417","25","","","","","","",""
"34217035","2706628","309","1.77","","","","","","",""
"34217081","2706628","631","0.005","","","","","","",""
"34217064","2706628","608","0","","","","","","",""
"34217028","2706628","291","1.1","","","","","","",""
"34217077","2706628","627","0","","","","","","",""
"34217079","2706628","629","0.001","","","","","","",""
"34217055","2706628","430","30.3","","","","","","",""
"34217072","2706628","618","1.767","","","","","","",""
"34217078","2706628","628","0.037","","","","","","",""
"34217039","2706628","320","118","","","","","","",""
"34217076","2706628","626","0.131","","","","","","",""
"34217058","2706628","435","30","","","","","","",""
"34217080","2706628","630","0","","","","","","",""
"34217083","2706628","646","2.023","","","","","","",""
"34217038","2706628","319","0","","","","","","",""
"34217051","2706628","415","0.217","","","","","","",""
"34217071","2706628","617","3.052","","","","","","",""
"34217034","2706628","307","217","","","","","","",""
"34217066","2706628","610","0.006","","","","","","",""
"34217026","2706628","263","0","","","","","","",""
"34217061","2706628","601","27","","","","","","",""
"34217060","2706628","578","0","","","","","","",""
"34217045","2706628","337","0","","","","","","",""
"34217074","2706628","620","0.007","","","","","","",""
"34217042","2706628","323","1.24","","","","","","",""
"34217073","2706628","619","0.245","","","","","","",""
"34217063","2706628","607","0","","","","","","",""
"34217032","2706628","305","90","","","","","","",""
"34217067","2706628","611","0.006","","","","","","",""
"34217049","2706628","405","0.085","","","","","","",""
"34217059","2706628","573","0","","","","","","",""
"34217082","2706628","645","3.223","","","","","","",""
"34217036","2706628","312","0.059","","","","","","",""
"34217024","2706628","255","72.71","","","","","","",""
"34217043","2706628","328","0","","","","","","",""
"34217022","2706628","208","143","","","","","","",""
"34217019","2706628","203","10.56","","","","","","",""
"34217107","2706629","323","1.21","","","","","","",""
"34217124","2706629","573","0","","","","","","",""
"34217122","2706629","432","14","","","","","","",""
"34217141","2706629","626","0.135","","","","","","",""
"34217085","2706629","204","7.96","","","","","","",""
"34217089","2706629","255","72.33","","","","","","",""
"34217101","2706629","312","0.087","","","","","","",""
"34217144","2706629","629","0.001","","","","","","",""
"34217142","2706629","627","0","","","","","","",""
"34217138","2706629","619","0.256","","","","","","",""
"34217125","2706629","578","0","","","","","","",""
"34217111","2706629","338","145","","","","","","",""
"34217133","2706629","612","0.086","","","","","","",""
"34217092","2706629","269","1.36","","","","","","",""
"34217090","2706629","262","0","","","","","","",""
"34217114","2706629","405","0.103","","","","","","",""
"34217110","2706629","337","0","","","","","","",""
"34217087","2706629","208","145","","","","","","",""
"34217116","2706629","415","0.219","","","","","","",""
"34217112","2706629","401","11.4","","","","","","",""
"34217099","2706629","307","212","","","","","","",""
"34217106","2706629","322","8","","","","","","",""
"34217140","2706629","621","0","","","","","","",""
"34217123","2706629","435","27","","","","","","",""
"34217098","2706629","306","203","","","","","","",""
"34217094","2706629","301","18","","","","","","",""
"34217104","2706629","320","7","","","","","","",""
"34217127","2706629","606","1.757","","","","","","",""
"34217088","2706629","221","0","","","","","","",""
"34217130","2706629","609","0","","","","","","",""
"34217086","2706629","205","7.75","","","","","","",""
"34217093","2706629","291","0.9","","","","","","",""
"34217084","2706629","203","10.88","","","","","","",""
"34217108","2706629","328","0","","","","","","",""
"34217109","2706629","334","1","","","","","","",""
"34217118","2706629","418","0.53","","","","","","",""
"34217128","2706629","607","0","","","","","","",""
"34217117","2706629","417","22","","","","","","",""
"34217136","2706629","617","3.157","","","","","","",""
"34217121","2706629","431","8","","","","","","",""
"34217105","2706629","321","84","","","","","","",""
"34217097","2706629","305","90","","","","","","",""
"34217139","2706629","620","0.007","","","","","","",""
"34217126","2706629","601","27","","","","","","",""
"34217137","2706629","618","1.837","","","","","","",""
"34217100","2706629","309","1.81","","","","","","",""
"34217096","2706629","304","17","","","","","","",""
"34217147","2706629","645","3.334","","","","","","",""
"34217119","2706629","421","41.4","","","","","","",""
"34217131","2706629","610","0.006","","","","","","",""
"34217120","2706629","430","19.1","","","","","","",""
"34217146","2706629","631","0.005","","","","","","",""
"34217148","2706629","646","2.109","","","","","","",""
"34217102","2706629","317","12.3","","","","","","",""
"34217095","2706629","303","1.25","","","","","","",""
"34217091","2706629","263","0","","","","","","",""
"34217135","2706629","614","0.452","","","","","","",""
"34217132","2706629","611","0.006","","","","","","",""
"34217113","2706629","404","0.07","","","","","","",""
"34217103","2706629","319","0","","","","","","",""
"34217129","2706629","608","0","","","","","","",""
"34217145","2706629","630","0","","","","","","",""
"34217115","2706629","406","2.376","","","","","","",""
"34217134","2706629","613","1.165","","","","","","",""
"34217143","2706629","628","0.038","","","","","","",""
"34217164","2706630","307","374","","","","","","",""
"34217197","2706630","611","0.045","","","","","","",""
"34217180","2706630","406","2.65","","","","","","",""
"34217160","2706630","303","1.71","","","","","","",""
"34217206","2706630","626","0.283","","","","","","",""
"34217198","2706630","612","0.321","","","","","","",""
"34217202","2706630","618","1.512","","","","","","",""
"34217187","2706630","432","18","","","","","","",""
"34217186","2706630","431","18","","","","","","",""
"34217195","2706630","609","0.015","","","","","","",""
"34217213","2706630","646","1.652","","","","","","",""
"34217188","2706630","435","49","","","","","","",""
"34217193","2706630","607","0.035","","","","","","",""
"34217194","2706630","608","0.025","","","","","","",""
"34217189","2706630","573","0","","","","","","",""
"34217167","2706630","317","7.8","","","","","","",""
"34217209","2706630","629","0.001","","","","","","",""
"34217159","2706630","301","41","","","","","","",""
"34217178","2706630","404","0.169","","","","","","",""
"34217176","2706630","338","265","","","","","","",""
"34217182","2706630","417","36","","","","","","",""
"34217185","2706630","430","7.8","","","","","","",""
"34217208","2706630","628","0.067","","","","","","",""
"34217173","2706630","328","0.3","","","","","","",""
"34217171","2706630","322","345","","","","","","",""
"34217175","2706630","337","0","","","","","","",""
"34217168","2706630","319","27","","","","","","",""
"34217211","2706630","631","0.002","","","","","","",""
"34217162","2706630","305","102","","","","","","",""
"34217174","2706630","334","0","","","","","","",""
"34217201","2706630","617","6.307","","","","","","",""
"34217203","2706630","619","0.093","","","","","","",""
"34217183","2706630","418","0.6","","","","","","",""
"34217212","2706630","645","6.716","","","","","","",""
"34217181","2706630","415","0.159","","","","","","",""
"34217166","2706630","312","0.07","","","","","","",""
"34217165","2706630","309","1.6","","","","","","",""
"34217207","2706630","627","0","","","","","","",""
"34217210","2706630","630","0","","","","","","",""
"34217204","2706630","620","0.018","","","","","","",""
"34217179","2706630","405","0.142","","","","","","",""
"34217196","2706630","610","0.038","","","","","","",""
"34217154","2706630","255","50.36","","","","","","",""
"34217153","2706630","221","0","","","","","","",""
"34217149","2706630","203","8.92","","","","","","",""
"34217156","2706630","263","0","","","","","","",""
"34217155","2706630","262","0","","","","","","",""
"34217158","2706630","291","2","","","","","","",""
"34217152","2706630","208","271","","","","","","",""
"34217157","2706630","269","3.33","","","","","","",""
"34217151","2706630","205","23.95","","","","","","",""
"34217150","2706630","204","15.37","","","","","","",""
"34217161","2706630","304","16","","","","","","",""
"34217191","2706630","601","22","","","","","","",""
"34217200","2706630","614","1.777","","","","","","",""
"34217184","2706630","421","29","","","","","","",""
"34217169","2706630","320","121","","","","","","",""
"34217192","2706630","606","5.454","","","","","","",""
"34217177","2706630","401","1.5","","","","","","",""
"34217205","2706630","621","0","","","","","","",""
"34217199","2706630","613","3.052","","","","","","",""
"34217170","2706630","321","950","","","","","","",""
"34217163","2706630","306","173","","","","","","",""
"34217172","2706630","323","0.46","","","","","","",""
"34217190","2706630","578","0","","","","","","",""
"34217242","2706631","401","3.8","","","","","","",""
"34217238","2706631","328","0.1","","","","","","",""
"34217227","2706631","305","78","","","","","","",""
"34217273","2706631","628","0.026","","","","","","",""
"34217231","2706631","312","0.044","","","","","","",""
"34217275","2706631","630","0","","","","","","",""
"34217244","2706631","405","0.104","","","","","","",""
"34217270","2706631","621","0","","","","","","",""
"34217258","2706631","607","0.005","","","","","","",""
"34217261","2706631","610","0.008","","","","","","",""
"34217214","2706631","203","6.15","","","","","","",""
"34217223","2706631","291","0.9","","","","","","",""
"34217251","2706631","431","10","","","","","","",""
"34217249","2706631","421","21.6","","","","","","",""
"34217262","2706631","611","0.01","","","","","","",""
"34217221","2706631","263","0","","","","","","",""
"34217267","2706631","618","1.485","","","","","","",""
"34217248","2706631","418","0.28","","","","","","",""
"34217218","2706631","221","0","","","","","","",""
"34217233","2706631","319","6","","","","","","",""
"34217220","2706631","262","0","","","","","","",""
"34217234","2706631","320","86","","","","","","",""
"34217264","2706631","613","0.918","","","","","","",""
"34217225","2706631","303","1.17","","","","","","",""
"34217254","2706631","573","0","","","","","","",""
"34217216","2706631","205","11.7","","","","","","",""
"34217276","2706631","631","0.002","","","","","","",""
"34217232","2706631","317","6.4","","","","","","",""
"34217240","2706631","337","0","","","","","","",""
"34217217","2706631","208","127","","","","","","",""
"34217246","2706631","415","0.092","","","","","","",""
"34217229","2706631","307","306","","","","","","",""
"34217241","2706631","338","160","","","","","","",""
"34217272","2706631","627","0","","","","","","",""
"34217222","2706631","269","1.12","","","","","","",""
"34217250","2706631","430","13","","","","","","",""
"34217253","2706631","435","27","","","","","","",""
"34217259","2706631","608","0.004","","","","","","",""
"34217236","2706631","322","332","","","","","","",""
"34217271","2706631","626","0.096","","","","","","",""
"34217224","2706631","301","73","","","","","","",""
"34217255","2706631","578","0","","","","","","",""
"34217257","2706631","606","1.452","","","","","","",""
"34217226","2706631","304","10","","","","","","",""
"34217230","2706631","309","0.9","","","","","","",""
"34217215","2706631","204","6.36","","","","","","",""
"34217265","2706631","614","0.398","","","","","","",""
"34217239","2706631","334","0","","","","","","",""
"34217260","2706631","609","0.002","","","","","","",""
"34217219","2706631","255","74.33","","","","","","",""
"34217274","2706631","629","0","","","","","","",""
"34217256","2706631","601","14","","","","","","",""
"34217266","2706631","617","2.411","","","","","","",""
"34217269","2706631","620","0.005","","","","","","",""
"34217252","2706631","432","10","","","","","","",""
"34217228","2706631","306","106","","","","","","",""
"34217235","2706631","321","783","","","","","","",""
"34217247","2706631","417","20","","","","","","",""
"34217245","2706631","406","1.539","","","","","","",""
"34217278","2706631","646","1.668","","","","","","",""
"34217277","2706631","645","2.532","","","","","","",""
"34217243","2706631","404","0.111","","","","","","",""
"34217268","2706631","619","0.175","","","","","","",""
"34217263","2706631","612","0.065","","","","","","",""
"34217237","2706631","323","0.92","","","","","","",""
"34217309","2706632","405","0.108","","","","","","",""
"34217282","2706632","208","130","","","","","","",""
"34217283","2706632","221","0","","","","","","",""
"34217290","2706632","303","1.17","","","","","","",""
"34217284","2706632","255","73.37","","","","","","",""
"34217335","2706632","621","0","","","","","","",""
"34217297","2706632","317","6.4","","","","","","",""
"34217296","2706632","312","0.043","","","","","","",""
"34217318","2706632","435","27","","","","","","",""
"34217329","2706632","613","0.9","","","","","","",""
"34217293","2706632","306","112","","","","","","",""
"34217285","2706632","262","0","","","","","","",""
"34217310","2706632","406","1.616","","","","","","",""
"34217337","2706632","627","0","","","","","","",""
"34217281","2706632","205","12.85","","","","","","",""
"34217326","2706632","610","0.008","","","","","","",""
"34217312","2706632","417","19","","","","","","",""
"34217302","2706632","323","0.68","","","","","","",""
"34217305","2706632","337","0","","","","","","",""
"34217333","2706632","619","0.163","","","","","","",""
"34217327","2706632","611","0.01","","","","","","",""
"34217325","2706632","609","0.002","","","","","","",""
"34217311","2706632","415","0.087","","","","","","",""
"34217338","2706632","628","0.025","","","","","","",""
"34217324","2706632","608","0.004","","","","","","",""
"34217287","2706632","269","1.07","","","","","","",""
"34217319","2706632","573","0","","","","","","",""
"34217295","2706632","309","0.92","","","","","","",""
"34217313","2706632","418","0.28","","","","","","",""
"34217289","2706632","301","71","","","","","","",""
"34217299","2706632","320","9","","","","","","",""
"34217288","2706632","291","0.8","","","","","","",""
"34217332","2706632","618","1.416","","","","","","",""
"34217307","2706632","401","0.7","","","","","","",""
"34217328","2706632","612","0.065","","","","","","",""
"34217308","2706632","404","0.109","","","","","","",""
"34217322","2706632","606","1.427","","","","","","",""
"34217291","2706632","304","12","","","","","","",""
"34217279","2706632","203","6.19","","","","","","",""
"34217343","2706632","646","1.587","","","","","","",""
"34217294","2706632","307","301","","","","","","",""
"34217336","2706632","626","0.095","","","","","","",""
"34217315","2706632","430","7.1","","","","","","",""
"34217341","2706632","631","0.002","","","","","","",""
"34217292","2706632","305","81","","","","","","",""
"34217286","2706632","263","0","","","","","","",""
"34217300","2706632","321","25","","","","","","",""
"34217316","2706632","431","10","","","","","","",""
"34217317","2706632","432","9","","","","","","",""
"34217340","2706632","630","0","","","","","","",""
"34217314","2706632","421","22.6","","","","","","",""
"34217321","2706632","601","14","","","","","","",""
"34217304","2706632","334","11","","","","","","",""
"34217303","2706632","328","0.1","","","","","","",""
"34217320","2706632","578","0","","","","","","",""
"34217280","2706632","204","6.16","","","","","","",""
"34217298","2706632","319","6","","","","","","",""
"34217339","2706632","629","0","","","","","","",""
"34217301","2706632","322","6","","","","","","",""
"34217330","2706632","614","0.393","","","","","","",""
"34217334","2706632","620","0.005","","","","","","",""
"34217323","2706632","607","0.005","","","","","","",""
"34217331","2706632","617","2.34","","","","","","",""
"34217306","2706632","338","108","","","","","","",""
"34217342","2706632","645","2.458","","","","","","",""
"34217380","2706633","430","6.3","","","","","","",""
"34217381","2706633","431","9","","","","","","",""
"34217391","2706633","610","0","","","","","","",""
"34217370","2706633","337","4551","","","","","","",""
"34217359","2706633","307","732","","","","","","",""
"34217388","2706633","607","0","","","","","","",""
"34217365","2706633","321","186","","","","","","",""
"34217364","2706633","320","17","","","","","","",""
"34217347","2706633","208","152","","","","","","",""
"34217361","2706633","312","0.132","","","","","","",""
"34217392","2706633","611","0.004","","","","","","",""
"34217402","2706633","627","0","","","","","","",""
"34217344","2706633","203","8.89","","","","","","",""
"34217408","2706633","646","0.534","","","","","","",""
"34217397","2706633","618","0.466","","","","","","",""
"34217360","2706633","309","1.82","","","","","","",""
"34217393","2706633","612","0.14","","","","","","",""
"34217406","2706633","631","0.004","","","","","","",""
"34217356","2706633","304","23","","","","","","",""
"34217399","2706633","620","0.011","","","","","","",""
"34217372","2706633","401","45.7","","","","","","",""
"34217382","2706633","432","16","","","","","","",""
"34217401","2706633","626","0.173","","","","","","",""
"34217354","2706633","301","43","","","","","","",""
"34217371","2706633","338","174","","","","","","",""
"34217369","2706633","334","4","","","","","","",""
"34217373","2706633","404","0.155","","","","","","",""
"34217394","2706633","613","1.176","","","","","","",""
"34217351","2706633","263","0","","","","","","",""
"34217368","2706633","328","0","","","","","","",""
"34217353","2706633","291","1.7","","","","","","",""
"34217363","2706633","319","1","","","","","","",""
"34217378","2706633","418","0.58","","","","","","",""
"34217349","2706633","255","67.03","","","","","","",""
"34217398","2706633","619","0.052","","","","","","",""
"34217348","2706633","221","0","","","","","","",""
"34217379","2706633","421","25.9","","","","","","",""
"34217345","2706633","204","5.84","","","","","","",""
"34217355","2706633","303","1.86","","","","","","",""
"34217405","2706633","630","0","","","","","","",""
"34217366","2706633","322","10","","","","","","",""
"34217352","2706633","269","3.48","","","","","","",""
"34217350","2706633","262","0","","","","","","",""
"34217376","2706633","415","0.227","","","","","","",""
"34217362","2706633","317","9.2","","","","","","",""
"34217367","2706633","323","0.76","","","","","","",""
"34217386","2706633","601","22","","","","","","",""
"34217375","2706633","406","2.916","","","","","","",""
"34217384","2706633","573","0","","","","","","",""
"34217383","2706633","435","31","","","","","","",""
"34217385","2706633","578","0","","","","","","",""
"34217387","2706633","606","2.08","","","","","","",""
"34217400","2706633","621","0","","","","","","",""
"34217358","2706633","306","315","","","","","","",""
"34217396","2706633","617","2.037","","","","","","",""
"34217346","2706633","205","15.63","","","","","","",""
"34217377","2706633","417","25","","","","","","",""
"34217374","2706633","405","0.17","","","","","","",""
"34217407","2706633","645","2.27","","","","","","",""
"34217395","2706633","614","0.68","","","","","","",""
"34217389","2706633","608","0","","","","","","",""
"34217404","2706633","629","0.001","","","","","","",""
"34217357","2706633","305","99","","","","","","",""
"34217403","2706633","628","0.016","","","","","","",""
"34217390","2706633","609","0","","","","","","",""
"34217448","2706634","435","91","","","","","","",""
"34217467","2706634","627","0","","","","","","",""
"34217459","2706634","613","0.789","","","","","","",""
"34217466","2706634","626","0.09","","","","","","",""
"34217420","2706634","303","1.23","","","","","","",""
"34217455","2706634","609","0","","","","","","",""
"34217424","2706634","307","313","","","","","","",""
"34217443","2706634","418","0.19","","","","","","",""
"34217414","2706634","255","67.05","","","","","","",""
"34217439","2706634","405","0.16","","","","","","",""
"34217436","2706634","338","167","","","","","","",""
"34217458","2706634","612","0.026","","","","","","",""
"34217427","2706634","317","20.9","","","","","","",""
"34217428","2706634","319","4","","","","","","",""
"34217445","2706634","430","6.5","","","","","","",""
"34217435","2706634","337","0","","","","","","",""
"34217431","2706634","322","9","","","","","","",""
"34217450","2706634","578","0","","","","","","",""
"34217442","2706634","417","58","","","","","","",""
"34217460","2706634","614","0.302","","","","","","",""
"34217419","2706634","301","16","","","","","","",""
"34217440","2706634","406","2.527","","","","","","",""
"34217418","2706634","291","1.4","","","","","","",""
"34217465","2706634","621","0","","","","","","",""
"34217461","2706634","617","1.8","","","","","","",""
"34217469","2706634","629","0","","","","","","",""
"34217452","2706634","606","1.149","","","","","","",""
"34217409","2706634","203","8.42","","","","","","",""
"34217468","2706634","628","0.029","","","","","","",""
"34217437","2706634","401","1","","","","","","",""
"34217415","2706634","262","0","","","","","","",""
"34217446","2706634","431","47","","","","","","",""
"34217423","2706634","306","147","","","","","","",""
"34217433","2706634","328","0.2","","","","","","",""
"34217454","2706634","608","0","","","","","","",""
"34217429","2706634","320","8","","","","","","",""
"34217425","2706634","309","0.96","","","","","","",""
"34217456","2706634","610","0.002","","","","","","",""
"34217430","2706634","321","34","","","","","","",""
"34217410","2706634","204","4.91","","","","","","",""
"34217464","2706634","620","0.008","","","","","","",""
"34217416","2706634","263","0","","","","","","",""
"34217438","2706634","404","0.367","","","","","","",""
"34217470","2706634","630","0","","","","","","",""
"34217417","2706634","269","0.84","","","","","","",""
"34217462","2706634","618","1.093","","","","","","",""
"34217451","2706634","601","32","","","","","","",""
"34217434","2706634","334","15","","","","","","",""
"34217471","2706634","631","0","","","","","","",""
"34217422","2706634","305","104","","","","","","",""
"34217463","2706634","619","0.106","","","","","","",""
"34217457","2706634","611","0.002","","","","","","",""
"34217432","2706634","323","0.5","","","","","","",""
"34217412","2706634","208","151","","","","","","",""
"34217453","2706634","607","0","","","","","","",""
"34217472","2706634","645","1.926","","","","","","",""
"34217449","2706634","573","0","","","","","","",""
"34217421","2706634","304","23","","","","","","",""
"34217426","2706634","312","0.083","","","","","","",""
"34217413","2706634","221","0","","","","","","",""
"34217473","2706634","646","1.215","","","","","","",""
"34217411","2706634","205","18.31","","","","","","",""
"34217444","2706634","421","37.6","","","","","","",""
"34217447","2706634","432","11","","","","","","",""
"34217441","2706634","415","0.147","","","","","","",""
"34217512","2706635","432","12","","","","","","",""
"34217527","2706635","618","1.187","","","","","","",""
"34217478","2706635","221","0","","","","","","",""
"34217481","2706635","263","0","","","","","","",""
"34217506","2706635","415","0.153","","","","","","",""
"34217524","2706635","613","0.814","","","","","","",""
"34217504","2706635","405","0.156","","","","","","",""
"34217494","2706635","320","112","","","","","","",""
"34217530","2706635","621","0","","","","","","",""
"34217484","2706635","301","19","","","","","","",""
"34217477","2706635","208","148","","","","","","",""
"34217485","2706635","303","1.22","","","","","","",""
"34217500","2706635","337","0","","","","","","",""
"34217535","2706635","630","0","","","","","","",""
"34217522","2706635","611","0.003","","","","","","",""
"34217513","2706635","435","91","","","","","","",""
"34217497","2706635","323","0.82","","","","","","",""
