"fdc_id","data_type","description","food_category_id","publication_date"
"2706461","survey_fndds_food","Fish curry with rice","3006","2022-10-28"
"2706462","survey_fndds_food","Shrimp teriyaki","3404","2022-10-28"
"2706463","survey_fndds_food","Ceviche","3006","2022-10-28"
"2706464","survey_fndds_food","Crabs in tomato-based sauce, Puerto Rican style","3006","2022-10-28"
"2706465","survey_fndds_food","Shrimp in garlic sauce, Puerto Rican style","3006","2022-10-28"
"2706466","survey_fndds_food","Stew, fish","3006","2022-10-28"
"2706467","survey_fndds_food","Meatballs, NS as to type of meat, with sauce","3002","2022-10-28"
"2706468","survey_fndds_food","Meat loaf, Puerto Rican style","3002","2022-10-28"
"2706469","survey_fndds_food","Meat with tomato-based sauce","3002","2022-10-28"
"2706470","survey_fndds_food","Spaghetti sauce with meat","8410","2022-10-28"
"2706471","survey_fndds_food","Spaghetti sauce with meat and added vegetables","8410","2022-10-28"
"2706472","survey_fndds_food","Stewed, seasoned, ground beef and pork, Mexican style","3002","2022-10-28"
"2706473","survey_fndds_food","Meat with gravy, NS as to type of meat,","3002","2022-10-28"
"2706474","survey_fndds_food","Beef and potatoes, no sauce","3002","2022-10-28"
"2706475","survey_fndds_food","Beef and potatoes with cream sauce, white sauce or mushroom sauce","3002","2022-10-28"
"2706476","survey_fndds_food","Beef, roast, hash","3002","2022-10-28"
"2706477","survey_fndds_food","Corned beef hash","3002","2022-10-28"
"2706478","survey_fndds_food","Beef and potatoes with cheese sauce","3002","2022-10-28"
"2706479","survey_fndds_food","Stewed, seasoned, ground beef with potatoes, Mexican style","3002","2022-10-28"
"2706480","survey_fndds_food","Beef and noodles, no sauce","3002","2022-10-28"
"2706481","survey_fndds_food","Beef and macaroni with cheese sauce","3002","2022-10-28"
"2706482","survey_fndds_food","Beef and noodles with tomato-based sauce","3002","2022-10-28"
"2706483","survey_fndds_food","Chili with macaroni","3002","2022-10-28"
"2706484","survey_fndds_food","Beef and noodles with gravy","3002","2022-10-28"
"2706485","survey_fndds_food","Beef and noodles with cream or white sauce","3002","2022-10-28"
"2706486","survey_fndds_food","Beef stroganoff with noodles","3002","2022-10-28"
"2706487","survey_fndds_food","Beef and noodles with mushroom sauce","3002","2022-10-28"
"2706488","survey_fndds_food","Beef and noodles with soy-based sauce","3404","2022-10-28"
"2706489","survey_fndds_food","Beef and rice, no sauce","3002","2022-10-28"
"2706490","survey_fndds_food","Biryani with meat","3202","2022-10-28"
"2706491","survey_fndds_food","Beef and rice with tomato-based sauce","3002","2022-10-28"
"2706492","survey_fndds_food","Porcupine balls with tomato-based sauce","3002","2022-10-28"
"2706493","survey_fndds_food","Beef and rice with gravy","3002","2022-10-28"
"2706494","survey_fndds_food","Beef and rice with cream sauce","3002","2022-10-28"
"2706495","survey_fndds_food","Beef and rice with mushroom sauce","3002","2022-10-28"
"2706496","survey_fndds_food","Porcupine balls with mushroom sauce","3002","2022-10-28"
"2706497","survey_fndds_food","Beef and rice with soy-based sauce","3404","2022-10-28"
"2706498","survey_fndds_food","Beef and rice with cheese sauce","3002","2022-10-28"
"2706499","survey_fndds_food","Meat loaf made with beef","3002","2022-10-28"
"2706500","survey_fndds_food","Meat loaf made with beef, with tomato-based sauce","3002","2022-10-28"
"2706501","survey_fndds_food","Beef wellington","3002","2022-10-28"
"2706502","survey_fndds_food","Corned beef patty","3002","2022-10-28"
"2706503","survey_fndds_food","Beef stew with potatoes, Puerto Rican style","3002","2022-10-28"
"2706504","survey_fndds_food","Meat loaf made with ham","3002","2022-10-28"
"2706505","survey_fndds_food","Ham and noodles with cream or white sauce","3002","2022-10-28"
"2706506","survey_fndds_food","Ham and rice with mushroom sauce","3002","2022-10-28"
"2706507","survey_fndds_food","Ham or pork with stuffing","3002","2022-10-28"
"2706508","survey_fndds_food","Ham croquette","3002","2022-10-28"
"2706509","survey_fndds_food","Pork and rice with tomato-based sauce","3002","2022-10-28"
"2706510","survey_fndds_food","Sausage and rice with tomato-based sauce","3002","2022-10-28"
"2706511","survey_fndds_food","Sausage and rice with mushroom sauce","3002","2022-10-28"
"2706512","survey_fndds_food","Sausage and rice with cheese sauce","3002","2022-10-28"
"2706513","survey_fndds_food","Sausage and noodles with cream or white sauce","3002","2022-10-28"
"2706514","survey_fndds_food","Ham and noodles, no sauce","3002","2022-10-28"
"2706515","survey_fndds_food","Ham or pork and rice, no sauce","3002","2022-10-28"
"2706516","survey_fndds_food","Ham or pork and potatoes with gravy","3002","2022-10-28"
"2706517","survey_fndds_food","Ham or pork and potatoes with cheese sauce","3002","2022-10-28"
"2706518","survey_fndds_food","Stewed pig's feet, Puerto Rican style","3002","2022-10-28"
"2706519","survey_fndds_food","Stew, pork","3002","2022-10-28"
"2706520","survey_fndds_food","Stew, pork, with pasta","3002","2022-10-28"
"2706521","survey_fndds_food","Lamb or mutton loaf","3002","2022-10-28"
"2706522","survey_fndds_food","Lamb or mutton and potatoes with gravy","3002","2022-10-28"
"2706523","survey_fndds_food","Lamb or mutton and potatoes with tomato-based sauce","3002","2022-10-28"
"2706524","survey_fndds_food","Lamb or mutton and noodles with gravy","3002","2022-10-28"
"2706525","survey_fndds_food","Meat loaf made with venison/deer","3002","2022-10-28"
"2706526","survey_fndds_food","Venison or deer and noodles with cream or white sauce","3002","2022-10-28"
"2706527","survey_fndds_food","Chicken or turkey hash","3004","2022-10-28"
"2706528","survey_fndds_food","Chicken or turkey and potatoes with gravy","3004","2022-10-28"
"2706529","survey_fndds_food","Chicken or turkey and noodles, no sauce","3004","2022-10-28"
"2706530","survey_fndds_food","Chicken or turkey and noodles with gravy","3004","2022-10-28"
"2706531","survey_fndds_food","Chicken or turkey and noodles with mushroom sauce","3004","2022-10-28"
"2706532","survey_fndds_food","Chicken or turkey and noodles with cream or white sauce","3004","2022-10-28"
"2706533","survey_fndds_food","Chicken or turkey and noodles with cheese sauce","3004","2022-10-28"
"2706534","survey_fndds_food","Chicken or turkey tetrazzini","3004","2022-10-28"
"2706535","survey_fndds_food","Chicken or turkey and noodles with tomato-based sauce","3004","2022-10-28"
"2706536","survey_fndds_food","Chicken or turkey and noodles with soy-based sauce","3404","2022-10-28"
"2706537","survey_fndds_food","Chicken or turkey and rice, no sauce","3004","2022-10-28"
"2706538","survey_fndds_food","Biryani with chicken","3202","2022-10-28"
"2706539","survey_fndds_food","Chicken or turkey and rice with cream sauce","3004","2022-10-28"
"2706540","survey_fndds_food","Chicken or turkey and rice with mushroom sauce","3004","2022-10-28"
"2706541","survey_fndds_food","Chicken or turkey and rice with tomato-based sauce","3004","2022-10-28"
"2706542","survey_fndds_food","Chicken or turkey and rice with soy-based sauce","3404","2022-10-28"
"2706543","survey_fndds_food","Chicken or turkey with dumplings","3004","2022-10-28"
"2706544","survey_fndds_food","Chicken or turkey with stuffing","3004","2022-10-28"
"2706545","survey_fndds_food","Chicken or turkey cake, patty, or croquette","3004","2022-10-28"
"2706546","survey_fndds_food","Chicken or turkey souffle","3004","2022-10-28"
"2706547","survey_fndds_food","Meat loaf made with chicken or turkey","3004","2022-10-28"
"2706548","survey_fndds_food","Meat loaf made with chicken or turkey, with tomato-based sauce","3004","2022-10-28"
"2706549","survey_fndds_food","Crab, cake","3006","2022-10-28"
"2706550","survey_fndds_food","Fish, cake or patty","3006","2022-10-28"
"2706551","survey_fndds_food","Gefilte fish","3006","2022-10-28"
"2706552","survey_fndds_food","Fish, salmon cake or patty","3006","2022-10-28"
"2706553","survey_fndds_food","Shrimp and noodles, no sauce","3006","2022-10-28"
"2706554","survey_fndds_food","Shrimp and noodles with gravy","3006","2022-10-28"
"2706555","survey_fndds_food","Shrimp and noodles with mushroom sauce","3006","2022-10-28"
"2706556","survey_fndds_food","Shrimp and noodles with cream or white sauce","3006","2022-10-28"
"2706557","survey_fndds_food","Shrimp and noodles with soy-based sauce","3404","2022-10-28"
"2706558","survey_fndds_food","Shrimp and noodles with cheese sauce","3006","2022-10-28"
"2706559","survey_fndds_food","Shrimp and noodles with tomato sauce","3006","2022-10-28"
"2706560","survey_fndds_food","Tuna cake or patty","3006","2022-10-28"
"2706561","survey_fndds_food","Clam cake or patty","3006","2022-10-28"
"2706562","survey_fndds_food","Flounder with crab stuffing","3006","2022-10-28"
"2706563","survey_fndds_food","Lobster with bread stuffing, baked","3006","2022-10-28"
"2706564","survey_fndds_food","Clams Casino","3006","2022-10-28"
"2706565","survey_fndds_food","Shrimp, cake or patty","3006","2022-10-28"
"2706566","survey_fndds_food","Shrimp with crab stuffing","3006","2022-10-28"
"2706567","survey_fndds_food","Shrimp toast","3006","2022-10-28"
"2706568","survey_fndds_food","Imitation crab meat","2402","2022-10-28"
"2706569","survey_fndds_food","Seafood souffle","3006","2022-10-28"
"2706570","survey_fndds_food","Tuna noodle casserole with cream or white sauce","3006","2022-10-28"
"2706571","survey_fndds_food","Tuna noodle casserole with mushroom sauce","3006","2022-10-28"
"2706572","survey_fndds_food","Tuna and rice with mushroom sauce","3006","2022-10-28"
"2706573","survey_fndds_food","Fish and rice with tomato-based sauce","3006","2022-10-28"
"2706574","survey_fndds_food","Fish and rice with cream sauce","3006","2022-10-28"
"2706575","survey_fndds_food","Fish and rice with mushroom sauce","3006","2022-10-28"
"2706576","survey_fndds_food","Fish and noodles with mushroom sauce","3006","2022-10-28"
"2706577","survey_fndds_food","Shellfish and noodles with tomato-based sauce","3006","2022-10-28"
"2706578","survey_fndds_food","Stewed salmon, Puerto Rican style","3006","2022-10-28"
"2706579","survey_fndds_food","Meat loaf, NS as to type of meat","3002","2022-10-28"
"2706580","survey_fndds_food","Meatballs, with breading, NS as to type of meat, with gravy","3002","2022-10-28"
"2706581","survey_fndds_food","Meat loaf made with beef and pork","3002","2022-10-28"
"2706582","survey_fndds_food","Meat loaf made with beef, veal and pork","3002","2022-10-28"
"2706583","survey_fndds_food","Meat loaf made with beef and pork, with tomato-based sauce","3002","2022-10-28"
"2706584","survey_fndds_food","Hash, NS as to type of meat","3002","2022-10-28"
"2706585","survey_fndds_food","Vienna sausages stewed with potatoes, Puerto Rican style","3002","2022-10-28"
"2706586","survey_fndds_food","Stewed, seasoned, ground beef and pork with potatoes, Mexican style","3002","2022-10-28"
"2706587","survey_fndds_food","Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce","3002","2022-10-28"
"2706588","survey_fndds_food","Beef, potatoes, and vegetables, excluding carrots, broccoli, and dark-green leafy; no sauce","3002","2022-10-28"
"2706589","survey_fndds_food","Corned beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce","3002","2022-10-28"
"2706590","survey_fndds_food","Corned beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce","3002","2022-10-28"
"2706591","survey_fndds_food","Stew, beef, canned","3002","2022-10-28"
"2706592","survey_fndds_food","Stew, beef","3002","2022-10-28"
"2706593","survey_fndds_food","Stew, beef, with pasta","3002","2022-10-28"
"2706594","survey_fndds_food","Shepherd's pie","3002","2022-10-28"
"2706595","survey_fndds_food","Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","3002","2022-10-28"
"2706596","survey_fndds_food","Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","3002","2022-10-28"
"2706597","survey_fndds_food","Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce","3002","2022-10-28"
"2706598","survey_fndds_food","Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce","3002","2022-10-28"
"2706599","survey_fndds_food","Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706600","survey_fndds_food","Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706601","survey_fndds_food","Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce","3002","2022-10-28"
"2706602","survey_fndds_food","Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce","3002","2022-10-28"
"2706603","survey_fndds_food","Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce","3404","2022-10-28"
"2706604","survey_fndds_food","Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce","3404","2022-10-28"
"2706605","survey_fndds_food","Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce","3002","2022-10-28"
"2706606","survey_fndds_food","Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce","3002","2022-10-28"
"2706607","survey_fndds_food","Beef chow mein or chop suey with noodles","3402","2022-10-28"
"2706608","survey_fndds_food","Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce","3404","2022-10-28"
"2706609","survey_fndds_food","Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce","3404","2022-10-28"
"2706610","survey_fndds_food","Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706611","survey_fndds_food","Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706612","survey_fndds_food","Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce","3002","2022-10-28"
"2706613","survey_fndds_food","Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce","3002","2022-10-28"
"2706614","survey_fndds_food","Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","3002","2022-10-28"
"2706615","survey_fndds_food","Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","3002","2022-10-28"
"2706616","survey_fndds_food","Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce","3002","2022-10-28"
"2706617","survey_fndds_food","Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce","3002","2022-10-28"
"2706618","survey_fndds_food","Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706619","survey_fndds_food","Beef, rice, and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706620","survey_fndds_food","Stuffed cabbage rolls with beef and rice","3002","2022-10-28"
"2706621","survey_fndds_food","Stuffed grape leaves with beef and rice","3002","2022-10-28"
"2706622","survey_fndds_food","Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce","3002","2022-10-28"
"2706623","survey_fndds_food","Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce","3002","2022-10-28"
"2706624","survey_fndds_food","Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce","3002","2022-10-28"
"2706625","survey_fndds_food","Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce","3002","2022-10-28"
"2706626","survey_fndds_food","Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","3002","2022-10-28"
"2706627","survey_fndds_food","Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","3002","2022-10-28"
"2706628","survey_fndds_food","Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce","3404","2022-10-28"
"2706629","survey_fndds_food","Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce","3404","2022-10-28"
"2706630","survey_fndds_food","Pot pie, beef","3002","2022-10-28"
"2706631","survey_fndds_food","Beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","3002","2022-10-28"
"2706632","survey_fndds_food","Beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","3002","2022-10-28"
"2706633","survey_fndds_food","Stuffed green pepper, Puerto Rican style","3002","2022-10-28"
"2706634","survey_fndds_food","Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce","3002","2022-10-28"
"2706635","survey_fndds_food","Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce","3002","2022-10-28"
"2706636","survey_fndds_food","Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce","3002","2022-10-28"
"2706637","survey_fndds_food","Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce","3002","2022-10-28"
"2706638","survey_fndds_food","Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706639","survey_fndds_food","Sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706640","survey_fndds_food","Sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706641","survey_fndds_food","Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706642","survey_fndds_food","Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706643","survey_fndds_food","Sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","3002","2022-10-28"
"2706644","survey_fndds_food","Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","3002","2022-10-28"
"2706645","survey_fndds_food","Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","3002","2022-10-28"
"2706646","survey_fndds_food","Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","3002","2022-10-28"
"2706647","survey_fndds_food","Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce","3002","2022-10-28"
"2706648","survey_fndds_food","Pork chow mein or chop suey with noodles","3402","2022-10-28"
"2706649","survey_fndds_food","Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce","3404","2022-10-28"
"2706650","survey_fndds_food","Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce","3404","2022-10-28"
"2706651","survey_fndds_food","Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706652","survey_fndds_food","Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706653","survey_fndds_food","Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce","3002","2022-10-28"
"2706654","survey_fndds_food","Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce","3002","2022-10-28"
"2706655","survey_fndds_food","Sweet and sour pork with rice","3404","2022-10-28"
"2706656","survey_fndds_food","Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","3002","2022-10-28"
"2706657","survey_fndds_food","Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706658","survey_fndds_food","Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy","3002","2022-10-28"
"2706659","survey_fndds_food","Stuffed grape leaves with lamb and rice","3002","2022-10-28"
"2706660","survey_fndds_food","Stew, lamb","3002","2022-10-28"
"2706661","survey_fndds_food","Stewed rabbit, Puerto Rican style,","3002","2022-10-28"
"2706662","survey_fndds_food","Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","3002","2022-10-28"
"2706663","survey_fndds_food","Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","3002","2022-10-28"
"2706664","survey_fndds_food","Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706665","survey_fndds_food","Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce","3002","2022-10-28"
"2706666","survey_fndds_food","Chicken or turkey, potatoes, corn, and cheese, with gravy","3004","2022-10-28"
"2706667","survey_fndds_food","Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce","3004","2022-10-28"
"2706668","survey_fndds_food","Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce","3004","2022-10-28"
"2706669","survey_fndds_food","Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","3004","2022-10-28"
"2706670","survey_fndds_food","Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","3004","2022-10-28"
"2706671","survey_fndds_food","Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce","3004","2022-10-28"
"2706672","survey_fndds_food","Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce","3004","2022-10-28"
"2706673","survey_fndds_food","Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce","3004","2022-10-28"
"2706674","survey_fndds_food","Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce","3004","2022-10-28"
"2706675","survey_fndds_food","Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","3004","2022-10-28"
"2706676","survey_fndds_food","Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce","3004","2022-10-28"
"2706677","survey_fndds_food","Stew, chicken, with pasta","3004","2022-10-28"
"2706678","survey_fndds_food","Stew, chicken","3004","2022-10-28"
"2706679","survey_fndds_food","Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce","3004","2022-10-28"
"2706680","survey_fndds_food","Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce","3004","2022-10-28"
"2706681","survey_fndds_food","Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","3004","2022-10-28"
"2706682","survey_fndds_food","Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","3004","2022-10-28"
"2706683","survey_fndds_food","Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce","3004","2022-10-28"
"2706684","survey_fndds_food","Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce","3004","2022-10-28"
"2706685","survey_fndds_food","Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","3004","2022-10-28"
"2706686","survey_fndds_food","Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce","3004","2022-10-28"
"2706687","survey_fndds_food","Chicken or turkey chow mein or chop suey with noodles","3402","2022-10-28"
"2706688","survey_fndds_food","Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce","3004","2022-10-28"
"2706689","survey_fndds_food","Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce","3004","2022-10-28"
"2706690","survey_fndds_food","Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce","3004","2022-10-28"
"2706691","survey_fndds_food","Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce","3004","2022-10-28"
"2706692","survey_fndds_food","Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","3004","2022-10-28"
"2706693","survey_fndds_food","Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","3004","2022-10-28"
"2706694","survey_fndds_food","Chicken or turkey, rice, corn, and cheese, with gravy","3004","2022-10-28"
"2706695","survey_fndds_food","Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce","3404","2022-10-28"
"2706696","survey_fndds_food","Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce","3404","2022-10-28"
"2706697","survey_fndds_food","Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce","3004","2022-10-28"
"2706698","survey_fndds_food","Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce","3004","2022-10-28"
"2706699","survey_fndds_food","Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce","3004","2022-10-28"
"2706700","survey_fndds_food","Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce","3004","2022-10-28"
"2706701","survey_fndds_food","Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","3004","2022-10-28"
"2706702","survey_fndds_food","Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce","3004","2022-10-28"
"2706703","survey_fndds_food","Pot pie, chicken","3004","2022-10-28"
"2706704","survey_fndds_food","Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce","3004","2022-10-28"
"2706705","survey_fndds_food","Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce","3004","2022-10-28"
"2706706","survey_fndds_food","Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","3004","2022-10-28"
"2706707","survey_fndds_food","Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","3004","2022-10-28"
"2706708","survey_fndds_food","Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy","3004","2022-10-28"
"2706709","survey_fndds_food","Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy","3004","2022-10-28"
"2706710","survey_fndds_food","Chicken fricassee, Puerto Rican style","3004","2022-10-28"
"2706711","survey_fndds_food","Paella with seafood","3202","2022-10-28"
"2706712","survey_fndds_food","Shrimp chow mein or chop suey with noodles","3402","2022-10-28"
"2706713","survey_fndds_food","Shrimp creole, with rice","3006","2022-10-28"
"2706714","survey_fndds_food","Tuna noodle casserole with vegetables, cream or white sauce","3006","2022-10-28"
"2706715","survey_fndds_food","Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce","3006","2022-10-28"
"2706716","survey_fndds_food","Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce","3006","2022-10-28"
"2706717","survey_fndds_food","Soup, bouillabaisse","3006","2022-10-28"
"2706718","survey_fndds_food","Tuna noodle casserole with vegetables and mushroom sauce","3006","2022-10-28"
"2706719","survey_fndds_food","Codfish with starchy vegetables, Puerto Rican style","3006","2022-10-28"
"2706720","survey_fndds_food","Biscayne codfish, Puerto Rican style","3006","2022-10-28"
"2706721","survey_fndds_food","Stew, NFS","3002","2022-10-28"
"2706722","survey_fndds_food","Chow mein or chop suey, NS as to type of meat, with noodles","3402","2022-10-28"
"2706723","survey_fndds_food","Paella, NFS","3202","2022-10-28"
"2706724","survey_fndds_food","Chow mein or chop suey, various types of meat, with noodles","3402","2022-10-28"
"2706725","survey_fndds_food","Stewed tripe, with potatoes, Puerto Rican style","3002","2022-10-28"
"2706726","survey_fndds_food","Gumbo with rice","3006","2022-10-28"
"2706727","survey_fndds_food","Jambalaya with meat and rice","3202","2022-10-28"
"2706728","survey_fndds_food","Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce","3002","2022-10-28"
"2706729","survey_fndds_food","Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce","3002","2022-10-28"
"2706730","survey_fndds_food","Beef shish kabob with vegetables, excluding potatoes","3002","2022-10-28"
