"id","fdc_id","fdc_of_input_food","seq_num","amount","sr_code","sr_description","unit","portion_code","portion_description","gram_weight","retention_code"
"128937","2706727","","2","2.0","82101000","Vegetable oil, NFS","TB","10205","1 cup","28.0","0"
"128950","2706728","","1","15.0","13893","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","GM","0","NONE","15.0","0"
"128955","2706728","","6","9.0","14411","Beverages, water, tap, drinking","GM","0","NONE","9.0","0"
"128954","2706728","","5","0.8","2047","Salt, table","","62579","1 dash","0.32","0"
"128952","2706728","","3","10.0","11131","Carrots, frozen, cooked, boiled, drained, without salt","GM","0","NONE","10.0","0"
"128951","2706728","","2","1.5","82101000","Vegetable oil, NFS","GM","0","NONE","1.5","0"
"128953","2706728","","4","10.0","11093","Broccoli, frozen, chopped, cooked, boiled, drained, without salt","GM","0","NONE","10.0","0"
"128957","2706729","","2","2.1","82101000","Vegetable oil, NFS","GM","0","NONE","2.1","0"
"128958","2706729","","3","10.0","11179","Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt","GM","0","NONE","10.0","0"
"128961","2706729","","6","1.0","2047","Salt, table","","62579","1 dash","0.4","0"
"128956","2706729","","1","15.0","13893","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","GM","0","NONE","15.0","0"
"128960","2706729","","5","15.0","14411","Beverages, water, tap, drinking","GM","0","NONE","15.0","0"
"128959","2706729","","4","10.0","11061","Beans, snap, green, frozen, cooked, boiled, drained without salt","GM","0","NONE","10.0","0"
"128965","2706730","","4","1.25","2047","Salt, table","TS","10205","1 cup","7.5","0"
"128963","2706730","","2","2.0","9160","Lime juice, raw","TB","10205","1 cup","31.0","0"
"128971","2706730","","10","144.0","99997515","Mushrooms, cooked, as ingredient","GM","0","NONE","144.0","0"
"128967","2706730","","6","1.0","11165","Coriander (cilantro) leaves, raw","TB","10205","1 cup","1.0","0"
"128970","2706730","","9","238.0","75122000","Peppers, raw, NFS","GM","0","NONE","238.0","3785"
"128969","2706730","","8","6.0","11283","Onions, cooked, boiled, drained, without salt","","61238","1 medium","750.0","0"
"128972","2706730","","11","2.0","13893","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","LB","0","NONE","907.2","0"
"128964","2706730","","3","15.938","16123","Soy sauce made from soy and wheat (shoyu)","GM","0","NONE","15.938","0"
"128966","2706730","","5","1.0","11297","Parsley, fresh","TB","10205","1 cup","3.75","0"
"128968","2706730","","7","1.0","11215","Garlic, raw","TS","10205","1 cup","2.813","0"
"128962","2706730","","1","1.0","82101000","Vegetable oil, NFS","TB","10205","1 cup","14.0","0"
"128973","2706731","","1","15.0","13893","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","GM","0","NONE","15.0","0"
"128978","2706731","","6","0.25","2047","Salt, table","","62579","1 dash","0.1","0"
"128977","2706731","","5","3.0","82101000","Vegetable oil, NFS","GM","0","NONE","3.0","0"
"128975","2706731","","3","10.0","11131","Carrots, frozen, cooked, boiled, drained, without salt","GM","0","NONE","10.0","0"
"128976","2706731","","4","10.0","11093","Broccoli, frozen, chopped, cooked, boiled, drained, without salt","GM","0","NONE","10.0","0"
"128974","2706731","","2","30.0","11549","Tomato products, canned, sauce","GM","0","NONE","30.0","0"
"128986","2706732","","8","60.0","99997555","Celery, cooked, as ingredient","GM","0","NONE","60.0","0"
"128984","2706732","","6","20.0","99997510","Onions, cooked, as ingredient","GM","0","NONE","20.0","0"
"128979","2706732","","1","1.5","23348","Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted","LB","0","NONE","680.4","770"
"128983","2706732","","5","1.0","14411","Beverages, water, tap, drinking","C","10205","1 cup","237.0","0"
"128981","2706732","","3","1.0","2047","Salt, table","TS","10205","1 cup","6.0","0"
"128987","2706732","","9","55.0","99997310","Carrots, cooked, as ingredient","GM","0","NONE","55.0","0"
"128985","2706732","","7","16.0","11531","Tomatoes, red, ripe, canned, packed in tomato juice","WO","0","NONE","453.6","3751"
"128982","2706732","","4","2.0","82101000","Vegetable oil, NFS","TB","10205","1 cup","28.0","0"
"128980","2706732","","2","0.25","20081","Flour, wheat, all-purpose, enriched, bleached","C","10205","1 cup","31.25","302"
"128994","2706733","","7","4.0","2047","Salt, table","GM","0","NONE","4.0","0"
"128988","2706733","","1","511.0","13865","Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled","GM","0","NONE","511.0","0"
"128989","2706733","","2","81.0","99997310","Carrots, cooked, as ingredient","GM","0","NONE","81.0","0"
"128990","2706733","","3","40.0","11143","Celery, raw","GM","0","NONE","40.0","0"
"128991","2706733","","4","32.0","11546","Tomato products, canned, paste, without salt added (Includes foods for USDA's Food Distribution Program)","GM","0","NONE","32.0","3751"
"128993","2706733","","6","44.0","20081","Flour, wheat, all-purpose, enriched, bleached","GM","0","NONE","44.0","0"
"128992","2706733","","5","60.0","10879","Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted","GM","0","NONE","60.0","0"
"128996","2706734","","2","30.0","11549","Tomato products, canned, sauce","GM","0","NONE","30.0","0"
"128999","2706734","","5","3.5","82101000","Vegetable oil, NFS","GM","0","NONE","3.5","0"
"129000","2706734","","6","0.4","2047","Salt, table","","62579","1 dash","0.16","0"
"129001","2706734","","7","5.0","14411","Beverages, water, tap, drinking","GM","0","NONE","5.0","0"
"128995","2706734","","1","15.0","13893","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","GM","0","NONE","15.0","0"
"128998","2706734","","4","10.0","11061","Beans, snap, green, frozen, cooked, boiled, drained without salt","GM","0","NONE","10.0","0"
"128997","2706734","","3","10.0","11179","Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt","GM","0","NONE","10.0","0"
"129004","2706735","","3","10.0","11100000","Milk, NFS","GM","0","NONE","10.0","0"
"129006","2706735","","5","10.0","11093","Broccoli, frozen, chopped, cooked, boiled, drained, without salt","GM","0","NONE","10.0","0"
"129005","2706735","","4","10.0","11131","Carrots, frozen, cooked, boiled, drained, without salt","GM","0","NONE","10.0","0"
"129003","2706735","","2","30.0","6043","Soup, cream of mushroom, canned, condensed","GM","0","NONE","30.0","0"
"129002","2706735","","1","15.0","13893","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","GM","0","NONE","15.0","0"
"129007","2706735","","6","2.0","82101000","Vegetable oil, NFS","GM","0","NONE","2.0","0"
"129014","2706736","","7","0.1","2047","Salt, table","","62579","1 dash","0.04","0"
"129009","2706736","","2","30.0","6043","Soup, cream of mushroom, canned, condensed","GM","0","NONE","30.0","0"
"129008","2706736","","1","15.0","13893","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","GM","0","NONE","15.0","0"
"129011","2706736","","4","10.0","11179","Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt","GM","0","NONE","10.0","0"
"129012","2706736","","5","10.0","11061","Beans, snap, green, frozen, cooked, boiled, drained without salt","GM","0","NONE","10.0","0"
"129010","2706736","","3","10.0","11100000","Milk, NFS","GM","0","NONE","10.0","0"
"129013","2706736","","6","2.0","82101000","Vegetable oil, NFS","GM","0","NONE","2.0","0"
"129021","2706737","","7","31.875","16123","Soy sauce made from soy and wheat (shoyu)","GM","0","NONE","31.875","0"
"129017","2706737","","3","2.0","11215","Garlic, raw","TB","10205","1 cup","16.875","0"
"129019","2706737","","5","1.0","11283","Onions, cooked, boiled, drained, without salt","","61238","1 medium","125.0","0"
"129018","2706737","","4","1.0","11216","Ginger root, raw","TB","22000","1 teaspoon","6.0","0"
"129023","2706737","","9","1.0","11125","Carrots, cooked, boiled, drained, without salt","C","21000","1 tablespoon","155.2","0"
"129022","2706737","","8","120.0","6008","Soup, beef broth or bouillon canned, ready-to-serve","GM","0","NONE","120.0","0"
"129024","2706737","","10","156.0","99997220","Broccoli, cooked, as ingredient","GM","0","NONE","156.0","0"
"129020","2706737","","6","48.0","11291","Onions, spring or scallions (includes tops and bulb), raw","GM","0","NONE","48.0","3785"
"129016","2706737","","2","0.25","82101000","Vegetable oil, NFS","C","10205","1 cup","56.0","0"
"129015","2706737","","1","0.75","13893","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","LB","0","NONE","340.2","0"
"129026","2706738","","2","15.0","2048","Vinegar, cider","GM","0","NONE","15.0","0"
"129025","2706738","","1","0.75","23612","Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw","LB","0","NONE","340.2","604"
"129032","2706738","","8","2.0","11215","Garlic, raw","","60581","1 clove","6.0","3465"
"129031","2706738","","7","1.0","11090","Broccoli, raw","LB","0","NONE","453.6","3015"
"129028","2706738","","4","1.0","14411","Beverages, water, tap, drinking","TB","10205","1 cup","14.813","0"
"129027","2706738","","3","1.0","19335","Sugars, granulated","TS","10205","1 cup","4.167","0"
"129030","2706738","","6","63.75","16123","Soy sauce made from soy and wheat (shoyu)","GM","0","NONE","63.75","0"
"129029","2706738","","5","8.0","20027","Cornstarch","GM","0","NONE","8.0","305"
"129033","2706738","","9","0.3333","82101000","Vegetable oil, NFS","C","10205","1 cup","74.659","0"
"129035","2706739","","2","0.5","16127","Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)","LB","0","NONE","226.8","0"
"129034","2706739","","1","0.3333","13893","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","LB","0","NONE","151.185","0"
"129044","2706739","","11","156.0","99997220","Broccoli, cooked, as ingredient","GM","0","NONE","156.0","0"
"129038","2706739","","5","1.0","11216","Ginger root, raw","TB","22000","1 teaspoon","6.0","0"
"129037","2706739","","4","2.0","11215","Garlic, raw","TB","10205","1 cup","16.875","0"
"129040","2706739","","7","48.0","11291","Onions, spring or scallions (includes tops and bulb), raw","GM","0","NONE","48.0","3785"
"129036","2706739","","3","0.25","82101000","Vegetable oil, NFS","C","10205","1 cup","56.0","0"
"129041","2706739","","8","31.875","16123","Soy sauce made from soy and wheat (shoyu)","GM","0","NONE","31.875","0"
"129043","2706739","","10","1.0","11125","Carrots, cooked, boiled, drained, without salt","C","21000","1 tablespoon","155.2","0"
"129039","2706739","","6","1.0","11283","Onions, cooked, boiled, drained, without salt","","61238","1 medium","125.0","0"
"129042","2706739","","9","120.0","6008","Soup, beef broth or bouillon canned, ready-to-serve","GM","0","NONE","120.0","0"
"129045","2706740","","1","100.0","36603","Restaurant, Chinese, beef and vegetables","GM","0","NONE","100.0","0"
"129046","2706741","","1","100.0","36603","Restaurant, Chinese, beef and vegetables","GM","0","NONE","100.0","0"
"129048","2706742","","2","1.5","36624","Restaurant, Chinese, vegetable chow mein, without meat or noodles","LB","0","NONE","680.4","0"
"129047","2706742","","1","335.0","23348","Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted","GM","0","NONE","335.0","0"
"129063","2706743","","15","4.0","20027","Cornstarch","GM","0","NONE","4.0","0"
"129060","2706743","","12","17.5","6175","Sauce, hoisin, ready-to-serve","GM","0","NONE","17.5","0"
"129057","2706743","","9","36.0","11291","Onions, spring or scallions (includes tops and bulb), raw","GM","0","NONE","36.0","3785"
"129049","2706743","","1","1.0","13893","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","LB","0","NONE","453.6","0"
"129054","2706743","","6","73.0","16390","Peanuts, all types, dry-roasted, without salt","GM","0","NONE","73.0","0"
"129061","2706743","","13","10.0","2048","Vinegar, cider","GM","0","NONE","10.0","0"
"129052","2706743","","4","2.0","11216","Ginger root, raw","TS","22000","1 teaspoon","4.0","0"
"129058","2706743","","10","180.0","14411","Beverages, water, tap, drinking","GM","0","NONE","180.0","0"
"129059","2706743","","11","1.0","6176","Sauce, oyster, ready-to-serve","TB","21000","1 tablespoon","18.0","0"
"129053","2706743","","5","3.0","82101000","Vegetable oil, NFS","TB","10205","1 cup","42.0","0"
"129055","2706743","","7","3.0","11979","Peppers, jalapeno, raw","GM","0","NONE","3.0","0"
"129056","2706743","","8","73.0","99997525","Red pepper, cooked, as ingredient","GM","0","NONE","73.0","0"
"129051","2706743","","3","3.0","11215","Garlic, raw","","60581","1 clove","9.0","3465"
"129062","2706743","","14","2.0","4058","Oil, sesame, salad or cooking","TS","10205","1 cup","9.333","0"
"129050","2706743","","2","10.625","16123","Soy sauce made from soy and wheat (shoyu)","GM","0","NONE","10.625","0"
"129065","2706744","","2","0.25","82101000","Vegetable oil, NFS","C","10205","1 cup","56.0","0"
"129068","2706744","","5","1.0","11283","Onions, cooked, boiled, drained, without salt","","61238","1 medium","125.0","0"
"129066","2706744","","3","2.0","11215","Garlic, raw","TB","10205","1 cup","16.875","0"
"129067","2706744","","4","1.0","11216","Ginger root, raw","TB","22000","1 teaspoon","6.0","0"
"129074","2706744","","11","51.995","99997515","Mushrooms, cooked, as ingredient","GM","0","NONE","51.995","0"
"129073","2706744","","10","83.0","99997545","Green beans, cooked, as ingredient","GM","0","NONE","83.0","0"
"129070","2706744","","7","31.875","16123","Soy sauce made from soy and wheat (shoyu)","GM","0","NONE","31.875","0"
"129071","2706744","","8","120.0","6008","Soup, beef broth or bouillon canned, ready-to-serve","GM","0","NONE","120.0","0"
"129064","2706744","","1","0.75","13893","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","LB","0","NONE","340.2","0"
"129072","2706744","","9","1.0","11334","Peppers, sweet, green, cooked, boiled, drained, without salt","C","21000","1 tablespoon","136.0","0"
"129069","2706744","","6","48.0","11291","Onions, spring or scallions (includes tops and bulb), raw","GM","0","NONE","48.0","3785"
"129077","2706745","","3","0.25","82101000","Vegetable oil, NFS","C","10205","1 cup","56.0","0"
"129076","2706745","","2","0.5","16127","Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)","LB","0","NONE","226.8","0"
"129083","2706745","","9","120.0","6008","Soup, beef broth or bouillon canned, ready-to-serve","GM","0","NONE","120.0","0"
"129084","2706745","","10","1.0","11334","Peppers, sweet, green, cooked, boiled, drained, without salt","C","21000","1 tablespoon","136.0","0"
"129082","2706745","","8","31.875","16123","Soy sauce made from soy and wheat (shoyu)","GM","0","NONE","31.875","0"
"129085","2706745","","11","83.0","99997545","Green beans, cooked, as ingredient","GM","0","NONE","83.0","0"
"129075","2706745","","1","0.3333","13893","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","LB","0","NONE","151.185","0"
"129078","2706745","","4","2.0","11215","Garlic, raw","TB","10205","1 cup","16.875","0"
"129086","2706745","","12","51.995","99997515","Mushrooms, cooked, as ingredient","GM","0","NONE","51.995","0"
"129080","2706745","","6","1.0","11283","Onions, cooked, boiled, drained, without salt","","61238","1 medium","125.0","0"
"129079","2706745","","5","1.0","11216","Ginger root, raw","TB","22000","1 teaspoon","6.0","0"
"129081","2706745","","7","48.0","11291","Onions, spring or scallions (includes tops and bulb), raw","GM","0","NONE","48.0","3785"
"129092","2706746","","6","151.0","11028","Bamboo shoots, canned, drained solids","GM","0","NONE","151.0","3776"
"129094","2706746","","8","0.333","16123","Soy sauce made from soy and wheat (shoyu)","C","22000","1 teaspoon","84.715","0"
"129090","2706746","","4","1.0","11104","Burdock root, raw","C","10246","1 cup, (1"" pieces)","118.0","3456"
"129087","2706746","","1","93.3","23105","Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled","GM","0","NONE","93.3","770"
"129091","2706746","","5","110.0","11124","Carrots, mature, raw","GM","0","NONE","110.0","3456"
"129089","2706746","","3","0.5","14411","Beverages, water, tap, drinking","C","10205","1 cup","118.5","0"
"129095","2706746","","9","3.0","19335","Sugars, granulated","TB","10205","1 cup","37.5","0"
"129088","2706746","","2","150.0","11669","Seaweed, wakame, raw","GM","0","NONE","150.0","3006"
"129093","2706746","","7","140.0","11518","Taro, raw","GM","0","NONE","140.0","3456"
"129096","2706746","","10","1.0","82101000","Vegetable oil, NFS","TS","10205","1 cup","4.667","0"
"129103","2706747","","7","31.875","16123","Soy sauce made from soy and wheat (shoyu)","GM","0","NONE","31.875","0"
"129098","2706747","","2","0.25","82101000","Vegetable oil, NFS","C","10205","1 cup","56.0","0"
"129102","2706747","","6","48.0","11291","Onions, spring or scallions (includes tops and bulb), raw","GM","0","NONE","48.0","3785"
"129101","2706747","","5","1.0","11283","Onions, cooked, boiled, drained, without salt","","61238","1 medium","125.0","0"
"129105","2706747","","9","2.0","11334","Peppers, sweet, green, cooked, boiled, drained, without salt","C","21000","1 tablespoon","272.0","0"
"129100","2706747","","4","1.0","11216","Ginger root, raw","TB","22000","1 teaspoon","6.0","0"
"129104","2706747","","8","120.0","6008","Soup, beef broth or bouillon canned, ready-to-serve","GM","0","NONE","120.0","0"
"129099","2706747","","3","2.0","11215","Garlic, raw","TB","10205","1 cup","16.875","0"
"129097","2706747","","1","0.75","13893","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","LB","0","NONE","340.2","0"
"129107","2706748","","2","0.25","11283","Onions, cooked, boiled, drained, without salt","C","10205","1 cup","52.5","0"
"129109","2706748","","4","1.0","2047","Salt, table","TS","10205","1 cup","6.0","0"
"129106","2706748","","1","1.0","21500100","Beef, ground","LB","0","NONE","453.6","0"
"129108","2706748","","3","1.0","1129","Egg, whole, cooked, hard-boiled","","61009","1 large egg","50.0","0"
"129114","2706749","","5","0.25","2047","Salt, table","TS","10205","1 cup","1.5","0"
"129110","2706749","","1","268.0","23602","Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised","GM","0","NONE","268.0","0"
"129113","2706749","","4","30.625","11945","Pickle relish, sweet","GM","0","NONE","30.625","0"
"129112","2706749","","3","0.5","4025","Salad dressing, mayonnaise, regular","CP","10205","1 cup","110.0","0"
"129111","2706749","","2","1.0","11143","Celery, raw","C","21000","1 tablespoon","120.0","0"
"129115","2706750","","1","21.75","23580","Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned","GM","0","NONE","21.75","0"
"129118","2706750","","4","11.25","11529","Tomatoes, red, ripe, raw, year round average","GM","0","NONE","11.25","0"
"129119","2706750","","5","17.063","6972","Sauce, tomato chili sauce, bottled, with salt","GM","0","NONE","17.063","0"
"129117","2706750","","3","6.875","11252","Lettuce, iceberg, raw","GM","0","NONE","6.875","0"
"129116","2706750","","2","1.5","1009","Cheese, cheddar","TB","10159","1 cup, shredded","10.594","0"
"129122","2706751","","3","1.0","75115000","Mushrooms, raw","LB","0","NONE","453.6","3785"
"129128","2706751","","9","2.0","19335","Sugars, granulated","TB","10205","1 cup","25.0","0"
"129127","2706751","","8","0.5","16123","Soy sauce made from soy and wheat (shoyu)","C","22000","1 teaspoon","127.2","0"
"129125","2706751","","6","300.0","1123","Eggs, Grade A, Large, egg whole","GM","0","NONE","300.0","103"
"129130","2706751","","11","2.0","4001","Fat, beef tallow","TB","10205","1 cup","25.625","0"
"129129","2706751","","10","0.5","6475","Soup, beef broth or bouillon, powder, prepared with water","C","10215","1 cup (8 fl oz)","122.0","0"
"129123","2706751","","4","180.0","11291","Onions, spring or scallions (includes tops and bulb), raw","GM","0","NONE","180.0","3785"
"129121","2706751","","2","220.0","11282","Onions, raw","GM","0","NONE","220.0","3465"
"129120","2706751","","1","1.4","23394","Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled","LB","0","NONE","635.04","0"
"129124","2706751","","5","1.0","11028","Bamboo shoots, canned, drained solids","","60482","1 can","262.0","3788"
"129126","2706751","","7","8.0","11043","Mung beans, mature seeds, sprouted, raw","WO","0","NONE","226.8","3785"
"129136","2706752","","6","0.45","2047","Salt, table","","62579","1 dash","0.18","0"
"129135","2706752","","5","2.5","82101000","Vegetable oil, NFS","GM","0","NONE","2.5","0"
"129132","2706752","","2","30.0","6119","Gravy, chicken, canned or bottled, ready-to-serve","GM","0","NONE","30.0","0"
"129134","2706752","","4","10.0","11093","Broccoli, frozen, chopped, cooked, boiled, drained, without salt","GM","0","NONE","10.0","0"
"129133","2706752","","3","10.0","11131","Carrots, frozen, cooked, boiled, drained, without salt","GM","0","NONE","10.0","0"
"129131","2706752","","1","15.0","13893","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","GM","0","NONE","15.0","0"
"129137","2706753","","1","15.0","13893","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","GM","0","NONE","15.0","0"
"129142","2706753","","6","0.5","2047","Salt, table","","62579","1 dash","0.2","0"
"129138","2706753","","2","30.0","6119","Gravy, chicken, canned or bottled, ready-to-serve","GM","0","NONE","30.0","0"
"129141","2706753","","5","2.5","82101000","Vegetable oil, NFS","GM","0","NONE","2.5","0"
"129140","2706753","","4","10.0","11061","Beans, snap, green, frozen, cooked, boiled, drained without salt","GM","0","NONE","10.0","0"
"129139","2706753","","3","10.0","11179","Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt","GM","0","NONE","10.0","0"
"129147","2706754","","5","1.0","2030","Spices, pepper, black","TS","22000","1 teaspoon","2.1","0"
"129149","2706754","","7","0.333","4518","Oil, corn","C","10205","1 cup","74.592","0"
"129143","2706754","","1","606.0","13864","Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw","GM","0","NONE","606.0","604"
"129146","2706754","","4","15.0","2048","Vinegar, cider","GM","0","NONE","15.0","0"
"129145","2706754","","3","2.5","2047","Salt, table","TS","10205","1 cup","15.0","0"
"129144","2706754","","2","2.0","11215","Garlic, raw","","60581","1 clove","6.0","0"
"129148","2706754","","6","220.0","11282","Onions, raw","GM","0","NONE","220.0","3465"
"129150","2706755","","1","55.0","10935","Pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted","GM","0","NONE","55.0","0"
"129152","2706755","","3","15.0","10922","Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted","GM","0","NONE","15.0","0"
"129153","2706755","","4","15.0","10928","Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted","GM","0","NONE","15.0","0"
"129154","2706755","","5","200.0","99997530","Cabbage, cooked, as ingredient","GM","0","NONE","200.0","0"
"129151","2706755","","2","15.0","10917","Pork, cured, ham -- water added, whole, boneless, separable lean and fat, heated, roasted","GM","0","NONE","15.0","0"
"129159","2706756","","5","0.5","4025","Salad dressing, mayonnaise, regular","CP","10205","1 cup","110.0","0"
"129155","2706756","","1","2.0","10153","Pork, cured, ham, whole, separable lean only, roasted","C","10037","1 cup, chopped or diced","280.0","0"
"129156","2706756","","2","30.625","11945","Pickle relish, sweet","GM","0","NONE","30.625","0"
"129158","2706756","","4","120.0","11143","Celery, raw","GM","0","NONE","120.0","0"
"129157","2706756","","3","0.25","2047","Salt, table","TS","10205","1 cup","1.5","0"
"129160","2706757","","1","35.5","11439","Sauerkraut, canned, solids and liquids","GM","0","NONE","35.5","3788"
"129161","2706757","","2","1.0","25210110","Hot dog, NFS","","62862","1 regular","57.0","0"
"129165","2706758","","4","7.0","14411","Beverages, water, tap, drinking","GM","0","NONE","7.0","0"
"129162","2706758","","1","15.0","10027","Pork, fresh, loin, whole, separable lean only, cooked, roasted","GM","0","NONE","15.0","0"
"129166","2706758","","5","1.5","82101000","Vegetable oil, NFS","GM","0","NONE","1.5","0"
"129167","2706758","","6","0.75","2047","Salt, table","","62579","1 dash","0.3","0"
"129164","2706758","","3","10.0","11093","Broccoli, frozen, chopped, cooked, boiled, drained, without salt","GM","0","NONE","10.0","0"
"129163","2706758","","2","10.0","11131","Carrots, frozen, cooked, boiled, drained, without salt","GM","0","NONE","10.0","0"
"129169","2706759","","2","13.0","89901002","Ham, for use with vegetables","GM","0","NONE","13.0","0"
"129170","2706759","","3","0.2","2047","Salt, table","GM","0","NONE","0.2","0"
"129168","2706759","","1","87.0","72118211","Greens, fresh, cooked, no added fat","GM","0","NONE","87.0","0"
"129172","2706760","","2","0.25","82101000","Vegetable oil, NFS","C","10205","1 cup","56.0","0"
"129174","2706760","","4","1.0","11125","Carrots, cooked, boiled, drained, without salt","C","21000","1 tablespoon","155.2","0"
"129177","2706760","","7","0.5","16127","Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)","LB","0","NONE","226.8","0"
"129178","2706760","","8","2.0","11215","Garlic, raw","TB","10205","1 cup","16.875","0"
"129181","2706760","","11","156.0","99997220","Broccoli, cooked, as ingredient","GM","0","NONE","156.0","0"
"129175","2706760","","5","48.0","11291","Onions, spring or scallions (includes tops and bulb), raw","GM","0","NONE","48.0","3785"
"129179","2706760","","9","1.0","11216","Ginger root, raw","TB","22000","1 teaspoon","6.0","0"
"129176","2706760","","6","1.0","11283","Onions, cooked, boiled, drained, without salt","","61238","1 medium","125.0","0"
"129171","2706760","","1","0.3333","10027","Pork, fresh, loin, whole, separable lean only, cooked, roasted","LB","0","NONE","151.185","0"
"129180","2706760","","10","120.0","6008","Soup, beef broth or bouillon canned, ready-to-serve","GM","0","NONE","120.0","0"
"129173","2706760","","3","31.875","16123","Soy sauce made from soy and wheat (shoyu)","GM","0","NONE","31.875","0"
"129190","2706761","","9","96.0","11291","Onions, spring or scallions (includes tops and bulb), raw","GM","0","NONE","96.0","0"
"129182","2706761","","1","1.0","4518","Oil, corn","TB","10205","1 cup","14.0","0"
"129183","2706761","","2","0.5","10027","Pork, fresh, loin, whole, separable lean only, cooked, roasted","LB","0","NONE","226.8","0"
"129185","2706761","","4","110.0","11124","Carrots, mature, raw","GM","0","NONE","110.0","3456"
"129184","2706761","","3","0.5","14411","Beverages, water, tap, drinking","C","10205","1 cup","118.5","0"
"129189","2706761","","8","72.0","75219100","Mushroom, Asian, cooked, from dried","GM","0","NONE","72.0","0"
"129187","2706761","","6","227.0","11028","Bamboo shoots, canned, drained solids","GM","0","NONE","227.0","3776"
"129186","2706761","","5","1.5","11104","Burdock root, raw","C","10246","1 cup, (1"" pieces)","177.0","3456"
"129188","2706761","","7","110.0","11282","Onions, raw","GM","0","NONE","110.0","3456"
"129191","2706761","","10","0.75","2047","Salt, table","TS","10205","1 cup","4.5","0"
"129195","2706762","","4","2.0","11215","Garlic, raw","TB","10205","1 cup","16.875","0"
"129196","2706762","","5","1.0","11216","Ginger root, raw","TB","22000","1 teaspoon","6.0","0"
"129198","2706762","","7","31.875","16123","Soy sauce made from soy and wheat (shoyu)","GM","0","NONE","31.875","0"
"129193","2706762","","2","0.75","10027","Pork, fresh, loin, whole, separable lean only, cooked, roasted","LB","0","NONE","340.2","0"
"129194","2706762","","3","0.25","82101000","Vegetable oil, NFS","C","10205","1 cup","56.0","0"
"129192","2706762","","1","120.0","6008","Soup, beef broth or bouillon canned, ready-to-serve","GM","0","NONE","120.0","0"
"129199","2706762","","8","48.0","11291","Onions, spring or scallions (includes tops and bulb), raw","GM","0","NONE","48.0","3785"
"129197","2706762","","6","1.0","11283","Onions, cooked, boiled, drained, without salt","","61238","1 medium","125.0","0"
"129206","2706763","","7","3.0","11979","Peppers, jalapeno, raw","GM","0","NONE","3.0","0"
"129205","2706763","","6","73.0","16390","Peanuts, all types, dry-roasted, without salt","GM","0","NONE","73.0","0"
"129200","2706763","","1","1.0","10027","Pork, fresh, loin, whole, separable lean only, cooked, roasted","LB","0","NONE","453.6","0"
"129202","2706763","","3","3.0","11215","Garlic, raw","","60581","1 clove","9.0","3465"
"129210","2706763","","11","1.0","6176","Sauce, oyster, ready-to-serve","TB","21000","1 tablespoon","18.0","0"
