"id","fdc_id","seq_num","food_attribute_type_id","name","value"
"3299328","2705890","","999","WWEIA Category description","Bacon"
"3319331","2705891","","1002","","Moisture change: 0%"
"3299329","2705891","","999","WWEIA Category number","2604"
"3309987","2705891","1","1001","","less or lower sodium"
"3299330","2705891","","999","WWEIA Category description","Bacon"
"3299332","2705892","","999","WWEIA Category description","Butter and animal fats"
"3299331","2705892","","999","WWEIA Category number","8002"
"3309989","2705892","2","1001","","salt pork"
"3309988","2705892","1","1001","","hog jowl"
"3319332","2705892","","1002","","Moisture change: 0%"
"3319333","2705893","","1002","","Moisture change: 0%"
"3309990","2705893","1","1001","","barbecue"
"3309991","2705893","2","1001","","with or without sauce"
"3299334","2705893","","999","WWEIA Category description","Pork"
"3299333","2705893","","999","WWEIA Category number","2006"
"3299335","2705894","","999","WWEIA Category number","2006"
"3319334","2705894","","1002","","Moisture change: 0%"
"3309994","2705894","5","1001","","barbecue"
"3309993","2705894","4","1001","","baby back"
"3309995","2705894","6","1001","","with or without sauce"
"3309992","2705894","3","1001","","spareribs"
"3299336","2705894","","999","WWEIA Category description","Pork"
"3319335","2705895","","1002","","Moisture change: 0%"
"3309996","2705895","1","1001","","pork skin"
"3299337","2705895","","999","WWEIA Category number","2006"
"3299338","2705895","","999","WWEIA Category description","Pork"
"3299340","2705896","","999","WWEIA Category description","Pork"
"3309997","2705896","1","1001","","tail, head, snout, miscellaneous parts"
"3319336","2705896","","1002","","Moisture change: 0%"
"3299339","2705896","","999","WWEIA Category number","2006"
"3299341","2705897","","999","WWEIA Category number","2006"
"3319337","2705897","","1002","","Moisture change: 0%"
"3299342","2705897","","999","WWEIA Category description","Pork"
"3319338","2705898","","1002","","Moisture change: 0%"
"3299343","2705898","","999","WWEIA Category number","2006"
"3299344","2705898","","999","WWEIA Category description","Pork"
"3319339","2705899","","1002","","Moisture change: 0%"
"3299346","2705899","","999","WWEIA Category description","Pork"
"3309998","2705899","1","1001","","pickled pork"
"3299345","2705899","","999","WWEIA Category number","2006"
"3299347","2705900","","999","WWEIA Category number","2006"
"3299348","2705900","","999","WWEIA Category description","Pork"
"3319340","2705900","","1002","","Moisture change: 0%"
"3299350","2705901","","999","WWEIA Category description","Pork"
"3299349","2705901","","999","WWEIA Category number","2006"
"3319341","2705901","","1002","","Moisture change: -20%"
"3299351","2705902","","999","WWEIA Category number","2006"
"3309999","2705902","1","1001","","snack type"
"3319342","2705902","","1002","","Moisture change: 0%"
"3299352","2705902","","999","WWEIA Category description","Pork"
"3299354","2705903","","999","WWEIA Category description","Baby food: meat and dinners"
"3310000","2705903","2","1001","","any stage"
"3310001","2705903","3","1001","","with gravy"
"3319343","2705903","","1002","","Moisture change: 0%"
"3299353","2705903","","999","WWEIA Category number","9008"
"3319344","2705904","","1002","","Moisture change: 0%"
"3299356","2705904","","999","WWEIA Category description","Baby food: meat and dinners"
"3310003","2705904","3","1001","","turkey"
"3299355","2705904","","999","WWEIA Category number","9008"
"3310002","2705904","2","1001","","chicken"
"3299358","2705905","","999","WWEIA Category description","Lamb, goat, game"
"3319345","2705905","","1002","","Moisture change: 0%"
"3310004","2705905","2","1001","","mutton"
"3299357","2705905","","999","WWEIA Category number","2008"
"3299360","2705906","","999","WWEIA Category description","Lamb, goat, game"
"3319346","2705906","","1002","","Moisture change: 0%"
"3310005","2705906","2","1001","","mutton chop"
"3299359","2705906","","999","WWEIA Category number","2008"
"3299362","2705907","","999","WWEIA Category description","Lamb, goat, game"
"3310006","2705907","2","1001","","mutton"
"3319347","2705907","","1002","","Moisture change: 0%"
"3299361","2705907","","999","WWEIA Category number","2008"
"3310007","2705907","3","1001","","patty"
"3299363","2705908","","999","WWEIA Category number","2008"
"3299364","2705908","","999","WWEIA Category description","Lamb, goat, game"
"3319348","2705908","","1002","","Moisture change: 0%"
"3299365","2705909","","999","WWEIA Category number","2002"
"3310009","2705909","2","1001","","veal, NFS"
"3299366","2705909","","999","WWEIA Category description","Beef, excludes ground"
"3310008","2705909","1","1001","","cutlet"
"3319349","2705909","","1002","","Moisture change: 0%"
"3299368","2705910","","999","WWEIA Category description","Ground beef"
"3319350","2705910","","1002","","Moisture change: 0%"
"3299367","2705910","","999","WWEIA Category number","2004"
"3310010","2705910","1","1001","","patty"
"3299370","2705911","","999","WWEIA Category description","Beef, excludes ground"
"3299369","2705911","","999","WWEIA Category number","2002"
"3319351","2705911","","1002","","Moisture change: 0%"
"3299371","2705912","","999","WWEIA Category number","2008"
"3319352","2705912","","1002","","Moisture change: 0%"
"3299372","2705912","","999","WWEIA Category description","Lamb, goat, game"
"3299373","2705913","","999","WWEIA Category number","2008"
"3310013","2705913","4","1001","","antelope"
"3310011","2705913","2","1001","","deer"
"3310014","2705913","5","1001","","game meat"
"3310012","2705913","3","1001","","elk"
"3299374","2705913","","999","WWEIA Category description","Lamb, goat, game"
"3319353","2705913","","1002","","Moisture change: 0%"
"3299376","2705914","","999","WWEIA Category description","Lamb, goat, game"
"3299375","2705914","","999","WWEIA Category number","2008"
"3310015","2705914","3","1001","","elk"
"3310017","2705914","6","1001","","deer"
"3310016","2705914","5","1001","","ground"
"3310018","2705914","7","1001","","antelope"
"3319354","2705914","","1002","","Moisture change: 0%"
"3299377","2705915","","999","WWEIA Category number","2602"
"3319355","2705915","","1002","","Moisture change: -45%"
"3299378","2705915","","999","WWEIA Category description","Cold cuts and cured meats"
"3310022","2705916","6","1001","","antelope"
"3299379","2705916","","999","WWEIA Category number","2602"
"3299380","2705916","","999","WWEIA Category description","Cold cuts and cured meats"
"3310019","2705916","3","1001","","deer"
"3310021","2705916","5","1001","","elk"
"3319356","2705916","","1002","","Moisture change: 0%"
"3310020","2705916","4","1001","","caribou"
"3299382","2705917","","999","WWEIA Category description","Lamb, goat, game"
"3299381","2705917","","999","WWEIA Category number","2008"
"3319357","2705917","","1002","","Moisture change: 0%"
"3299384","2705918","","999","WWEIA Category description","Lamb, goat, game"
"3319358","2705918","","1002","","Moisture change: 0%"
"3299383","2705918","","999","WWEIA Category number","2008"
"3299385","2705919","","999","WWEIA Category number","2008"
"3319359","2705919","","1002","","Moisture change: 0%"
"3299386","2705919","","999","WWEIA Category description","Lamb, goat, game"
"3319360","2705920","","1002","","Moisture change: 0%"
"3299387","2705920","","999","WWEIA Category number","2008"
"3299388","2705920","","999","WWEIA Category description","Lamb, goat, game"
"3310023","2705920","2","1001","","buffalo"
"3299389","2705921","","999","WWEIA Category number","2008"
"3319361","2705921","","1002","","Moisture change: 0%"
"3299390","2705921","","999","WWEIA Category description","Lamb, goat, game"
"3319362","2705922","","1002","","Moisture change: 0%"
"3310024","2705922","1","1001","","possum"
"3299392","2705922","","999","WWEIA Category description","Lamb, goat, game"
"3299391","2705922","","999","WWEIA Category number","2008"
"3299393","2705923","","999","WWEIA Category number","2008"
"3299394","2705923","","999","WWEIA Category description","Lamb, goat, game"
"3319363","2705923","","1002","","Moisture change: 0%"
"3299396","2705924","","999","WWEIA Category description","Lamb, goat, game"
"3299395","2705924","","999","WWEIA Category number","2008"
"3319364","2705924","","1002","","Moisture change: 0%"
"3299398","2705925","","999","WWEIA Category description","Lamb, goat, game"
"3299397","2705925","","999","WWEIA Category number","2008"
"3319365","2705925","","1002","","Moisture change: 0%"
"3299399","2705926","","999","WWEIA Category number","2008"
"3319366","2705926","","1002","","Moisture change: 0%"
"3299400","2705926","","999","WWEIA Category description","Lamb, goat, game"
"3319367","2705927","","1002","","Moisture change: 0%"
"3299401","2705927","","999","WWEIA Category number","2008"
"3299402","2705927","","999","WWEIA Category description","Lamb, goat, game"
"3299403","2705928","","999","WWEIA Category number","2206"
"3310025","2705928","2","1001","","emu"
"3319368","2705928","","1002","","Moisture change: 0%"
"3299404","2705928","","999","WWEIA Category description","Turkey, duck, other poultry"
"3319369","2705929","","1002","","Moisture change: 0%"
"3310026","2705929","1","1001","","any source"
"3299405","2705929","","999","WWEIA Category number","2202"
"3299406","2705929","","999","WWEIA Category description","Chicken, whole pieces"
"3319370","2705930","","1002","","Moisture change: 0%"
"3310027","2705930","1","1001","","any source"
"3299407","2705930","","999","WWEIA Category number","2202"
"3299408","2705930","","999","WWEIA Category description","Chicken, whole pieces"
"3319371","2705931","","1002","","Moisture change: 0%"
"3310028","2705931","1","1001","","any source"
"3299410","2705931","","999","WWEIA Category description","Chicken, whole pieces"
"3299409","2705931","","999","WWEIA Category number","2202"
"3319372","2705932","","1002","","Moisture change: 0%"
"3310029","2705932","1","1001","","any source"
"3299412","2705932","","999","WWEIA Category description","Chicken, whole pieces"
"3299411","2705932","","999","WWEIA Category number","2202"
"3319373","2705933","","1002","","Moisture change: 0%"
"3299414","2705933","","999","WWEIA Category description","Chicken, whole pieces"
"3310030","2705933","1","1001","","any source"
"3299413","2705933","","999","WWEIA Category number","2202"
"3310031","2705934","1","1001","","any source"
"3319374","2705934","","1002","","Moisture change: 0%"
"3299416","2705934","","999","WWEIA Category description","Chicken, whole pieces"
"3299415","2705934","","999","WWEIA Category number","2202"
"3319375","2705935","","1002","","Moisture change: 0%"
"3310033","2705935","2","1001","","fast food, restaurant, school, or other place"
"3310034","2705935","3","1001","","rotisserie from any source"
"3299418","2705935","","999","WWEIA Category description","Chicken, whole pieces"
"3299417","2705935","","999","WWEIA Category number","2202"
"3310032","2705935","1","1001","","roasted and pre-cooked, ready-to-eat, ready-to-heat"
"3310037","2705936","3","1001","","rotisserie from any source"
"3299419","2705936","","999","WWEIA Category number","2202"
"3310036","2705936","2","1001","","fast food, restaurant, school, or other place"
"3310035","2705936","1","1001","","roasted and pre-cooked, ready-to-eat, ready-to-heat"
"3299420","2705936","","999","WWEIA Category description","Chicken, whole pieces"
"3310038","2705936","4","1001","","NS as to skin eaten"
"3319376","2705936","","1002","","Moisture change: 0%"
"3319377","2705937","","1002","","Moisture change: 0%"
"3310040","2705937","2","1001","","fast food, restaurant, school, or other place"
"3299421","2705937","","999","WWEIA Category number","2202"
"3310039","2705937","1","1001","","roasted and pre-cooked, ready-to-eat, ready-to-heat"
"3299422","2705937","","999","WWEIA Category description","Chicken, whole pieces"
"3310041","2705937","3","1001","","rotisserie from any source"
"3319378","2705938","","1002","","Moisture change: 0%"
"3310043","2705938","2","1001","","any source"
"3299424","2705938","","999","WWEIA Category description","Chicken, whole pieces"
"3299423","2705938","","999","WWEIA Category number","2202"
"3310042","2705938","1","1001","","braised"
"3310044","2705939","1","1001","","braised"
"3319379","2705939","","1002","","Moisture change: 0%"
"3299425","2705939","","999","WWEIA Category number","2202"
"3299426","2705939","","999","WWEIA Category description","Chicken, whole pieces"
"3310045","2705939","2","1001","","any source"
"3299428","2705940","","999","WWEIA Category description","Chicken, whole pieces"
"3310047","2705940","2","1001","","any source"
"3310046","2705940","1","1001","","braised"
"3299427","2705940","","999","WWEIA Category number","2202"
"3319380","2705940","","1002","","Moisture change: 0%"
"3310048","2705941","1","1001","","barbecued without sauce"
"3310049","2705941","2","1001","","any source"
"3319381","2705941","","1002","","Moisture change: 0%"
"3299429","2705941","","999","WWEIA Category number","2202"
"3299430","2705941","","999","WWEIA Category description","Chicken, whole pieces"
"3299431","2705942","","999","WWEIA Category number","2202"
"3299432","2705942","","999","WWEIA Category description","Chicken, whole pieces"
"3310051","2705942","2","1001","","any source"
"3319382","2705942","","1002","","Moisture change: 0%"
"3310050","2705942","1","1001","","barbecued without sauce"
"3299433","2705943","","999","WWEIA Category number","2202"
"3310052","2705943","1","1001","","barbecued without sauce"
"3319383","2705943","","1002","","Moisture change: 0%"
"3310053","2705943","2","1001","","any source"
"3299434","2705943","","999","WWEIA Category description","Chicken, whole pieces"
"3299435","2705944","","999","WWEIA Category number","2202"
"3299436","2705944","","999","WWEIA Category description","Chicken, whole pieces"
"3310054","2705944","1","1001","","barbecued with sauce"
"3310056","2705944","4","1001","","with sauce or marinade"
"3319384","2705944","","1002","","Moisture change: 0%"
"3310055","2705944","3","1001","","any source"
"3310057","2705945","1","1001","","barbecued with sauce"
"3299438","2705945","","999","WWEIA Category description","Chicken, whole pieces"
"3319385","2705945","","1002","","Moisture change: 0%"
"3310058","2705945","3","1001","","any source"
"3310059","2705945","4","1001","","with sauce or marinade"
"3299437","2705945","","999","WWEIA Category number","2202"
"3310062","2705946","4","1001","","with sauce or marinade"
"3310060","2705946","1","1001","","barbecued with sauce"
"3319386","2705946","","1002","","Moisture change: 0%"
"3299440","2705946","","999","WWEIA Category description","Chicken, whole pieces"
"3310061","2705946","3","1001","","any source"
"3299439","2705946","","999","WWEIA Category number","2202"
"3319387","2705947","","1002","","Moisture change: 0%"
"3299442","2705947","","999","WWEIA Category description","Chicken, whole pieces"
"3310063","2705947","2","1001","","any source"
"3310064","2705947","3","1001","","with or without fat"
"3299441","2705947","","999","WWEIA Category number","2202"
"3310066","2705948","3","1001","","NS as to skin eaten"
"3310065","2705948","2","1001","","any source"
"3299443","2705948","","999","WWEIA Category number","2202"
"3319388","2705948","","1002","","Moisture change: 0%"
"3310067","2705948","4","1001","","with or without fat"
"3299444","2705948","","999","WWEIA Category description","Chicken, whole pieces"
"3299446","2705949","","999","WWEIA Category description","Chicken, whole pieces"
"3310070","2705949","3","1001","","NS as to coated or uncoated"
"3299445","2705949","","999","WWEIA Category number","2202"
"3310068","2705949","1","1001","","sauteed with coating"
"3310072","2705949","5","1001","","prepared skinless"
"3310069","2705949","2","1001","","NS as to prepared with skin"
"3310071","2705949","4","1001","","any source"
"3319389","2705949","","1002","","Moisture change: 0%"
"3310074","2705950","2","1001","","NS as to skin / coating eaten"
"3319390","2705950","","1002","","Moisture change: 0%"
"3299448","2705950","","999","WWEIA Category description","Chicken, whole pieces"
"3310075","2705950","3","1001","","any source"
"3310073","2705950","1","1001","","sauteed with coating"
"3299447","2705950","","999","WWEIA Category number","2202"
"3310079","2705951","4","1001","","any source"
"3299449","2705951","","999","WWEIA Category number","2202"
"3310080","2705951","5","1001","","prepared skinless"
"3310077","2705951","2","1001","","NS as to prepared with skin"
"3310076","2705951","1","1001","","broiled or roasted with coating"
"3299450","2705951","","999","WWEIA Category description","Chicken, whole pieces"
"3319391","2705951","","1002","","Moisture change: 0%"
"3310078","2705951","3","1001","","NS as to coated or uncoated"
"3299452","2705952","","999","WWEIA Category description","Chicken, whole pieces"
"3319392","2705952","","1002","","Moisture change: 0%"
"3299451","2705952","","999","WWEIA Category number","2202"
"3310081","2705952","1","1001","","broiled or roasted with coating"
"3310083","2705952","3","1001","","any source"
"3310082","2705952","2","1001","","NS as to skin / coating eaten"
"3310084","2705953","1","1001","","any source"
"3319393","2705953","","1002","","Moisture change: 0%"
"3299453","2705953","","999","WWEIA Category number","2202"
"3299454","2705953","","999","WWEIA Category description","Chicken, whole pieces"
"3319394","2705954","","1002","","Moisture change: 0%"
"3310085","2705954","1","1001","","NS as to skin eaten"
"3310086","2705954","2","1001","","any source"
"3299456","2705954","","999","WWEIA Category description","Chicken, whole pieces"
"3299455","2705954","","999","WWEIA Category number","2202"
"3299457","2705955","","999","WWEIA Category number","2202"
"3299458","2705955","","999","WWEIA Category description","Chicken, whole pieces"
"3319395","2705955","","1002","","Moisture change: -20%"
"3310087","2705956","1","1001","","NS as to skin eaten"
"3299459","2705956","","999","WWEIA Category number","2202"
"3319396","2705956","","1002","","Moisture change: -26%"
"3299460","2705956","","999","WWEIA Category description","Chicken, whole pieces"
"3310090","2705957","3","1001","","from school or other place"
"3299461","2705957","","999","WWEIA Category number","2202"
"3319397","2705957","","1002","","Moisture change: 0%"
"3299462","2705957","","999","WWEIA Category description","Chicken, whole pieces"
"3310089","2705957","2","1001","","ready-to-heat"
"3310088","2705957","1","1001","","ready-to-eat"
"3310093","2705958","3","1001","","NS as to skin eaten"
"3310092","2705958","2","1001","","ready-to heat"
"3299463","2705958","","999","WWEIA Category number","2202"
"3310094","2705958","4","1001","","from school or other place"
"3310091","2705958","1","1001","","ready-to-eat"
"3319398","2705958","","1002","","Moisture change: 0%"
"3299464","2705958","","999","WWEIA Category description","Chicken, whole pieces"
"3319399","2705959","","1002","","Moisture change: 0%"
"3299466","2705959","","999","WWEIA Category description","Chicken, whole pieces"
"3299465","2705959","","999","WWEIA Category number","2202"
"3310095","2705960","1","1001","","NS as to skin eaten"
"3299467","2705960","","999","WWEIA Category number","2202"
"3299468","2705960","","999","WWEIA Category description","Chicken, whole pieces"
"3319400","2705960","","1002","","Moisture change: 0%"
"3299469","2705961","","999","WWEIA Category number","2202"
"3319401","2705961","","1002","","Moisture change: 0%"
"3310096","2705961","1","1001","","any source"
"3299470","2705961","","999","WWEIA Category description","Chicken, whole pieces"
"3299472","2705962","","999","WWEIA Category description","Chicken, whole pieces"
"3310098","2705962","2","1001","","any source"
"3319402","2705962","","1002","","Moisture change: 0%"
"3299471","2705962","","999","WWEIA Category number","2202"
"3310097","2705962","1","1001","","NS as to skin eaten"
"3310099","2705963","1","1001","","roasted and pre-cooked, ready-to-eat, ready-to-heat"
"3299474","2705963","","999","WWEIA Category description","Chicken, whole pieces"
"3319403","2705963","","1002","","Moisture change: 0%"
"3310100","2705963","2","1001","","fast food, restaurant, school, or other place"
"3310102","2705963","4","1001","","rotisserie from any source"
"3299473","2705963","","999","WWEIA Category number","2202"
"3310101","2705963","3","1001","","NS as to skin eaten"
"3310105","2705964","3","1001","","fast food, restaurant, school, or other place"
"3299475","2705964","","999","WWEIA Category number","2202"
"3310106","2705964","4","1001","","rotisserie from any source"
"3319404","2705964","","1002","","Moisture change: 0%"
"3310104","2705964","2","1001","","roasted and pre-cooked, ready-to-eat, ready-to-heat"
"3299476","2705964","","999","WWEIA Category description","Chicken, whole pieces"
"3310103","2705964","1","1001","","rotisserie chicken, NFS"
"3299478","2705965","","999","WWEIA Category description","Chicken, whole pieces"
"3299477","2705965","","999","WWEIA Category number","2202"
"3310108","2705965","2","1001","","any source"
"3319405","2705965","","1002","","Moisture change: -15%"
"3310107","2705965","1","1001","","braised"
"3310111","2705966","3","1001","","any source"
"3299479","2705966","","999","WWEIA Category number","2202"
"3319406","2705966","","1002","","Moisture change: -20%"
"3310110","2705966","2","1001","","NS as to skin eaten"
"3299480","2705966","","999","WWEIA Category description","Chicken, whole pieces"
"3310109","2705966","1","1001","","braised"
"3299482","2705967","","999","WWEIA Category description","Chicken, whole pieces"
"3310112","2705967","1","1001","","barbecued without sauce"
"3319407","2705967","","1002","","Moisture change: 0%"
"3299481","2705967","","999","WWEIA Category number","2202"
"3310113","2705967","2","1001","","any source"
"3299484","2705968","","999","WWEIA Category description","Chicken, whole pieces"
"3310115","2705968","2","1001","","NS as to skin eaten"
"3310114","2705968","1","1001","","barbecued without sauce"
"3319408","2705968","","1002","","Moisture change: 0%"
"3310116","2705968","3","1001","","any source"
"3299483","2705968","","999","WWEIA Category number","2202"
"3299486","2705969","","999","WWEIA Category description","Chicken, whole pieces"
"3319409","2705969","","1002","","Moisture change: 0%"
"3310118","2705969","3","1001","","any source"
"3299485","2705969","","999","WWEIA Category number","2202"
"3310117","2705969","1","1001","","barbecued with sauce"
"3310119","2705969","4","1001","","with sauce or marinade"
"3310122","2705970","4","1001","","with sauce or marinade"
"3299487","2705970","","999","WWEIA Category number","2202"
"3319410","2705970","","1002","","Moisture change: 0%"
"3299488","2705970","","999","WWEIA Category description","Chicken, whole pieces"
"3310121","2705970","3","1001","","any source"
"3310120","2705970","1","1001","","barbecued with sauce"
"3310123","2705971","2","1001","","any source"
"3299490","2705971","","999","WWEIA Category description","Chicken, whole pieces"
"3299489","2705971","","999","WWEIA Category number","2202"
"3319411","2705971","","1002","","Moisture change: 0%"
"3310124","2705971","3","1001","","with or without fat"
"3310127","2705972","4","1001","","with or without fat"
"3299492","2705972","","999","WWEIA Category description","Chicken, whole pieces"
"3319412","2705972","","1002","","Moisture change: 0%"
"3299491","2705972","","999","WWEIA Category number","2202"
"3310125","2705972","2","1001","","any source"
"3310126","2705972","3","1001","","NS as to skin eaten"
"3319413","2705973","","1002","","Moisture change: 0%"
"3310129","2705973","2","1001","","NS as to prepared with skin"
"3310128","2705973","1","1001","","sauteed with coating"
"3299493","2705973","","999","WWEIA Category number","2202"
"3299494","2705973","","999","WWEIA Category description","Chicken, whole pieces"
"3310130","2705973","3","1001","","NS as to coated or uncoated"
"3310131","2705974","1","1001","","sauteed with coating"
"3310133","2705974","3","1001","","NS as to coated or uncoated"
"3299495","2705974","","999","WWEIA Category number","2202"
"3319414","2705974","","1002","","Moisture change: 0%"
"3299496","2705974","","999","WWEIA Category description","Chicken, whole pieces"
"3310132","2705974","2","1001","","NS as to prepared with skin"
"3299497","2705975","","999","WWEIA Category number","2202"
"3319415","2705975","","1002","","Moisture change: 0%"
"3310135","2705975","2","1001","","NS as to skin / coating eaten"
"3299498","2705975","","999","WWEIA Category description","Chicken, whole pieces"
"3310134","2705975","1","1001","","sauteed with coating"
"3310141","2705976","6","1001","","from school or other place"
"3310142","2705976","7","1001","","prepared skinless"
"3299499","2705976","","999","WWEIA Category number","2202"
"3310138","2705976","3","1001","","ready-to-heat"
"3310139","2705976","4","1001","","NS as to prepared with skin"
"3310137","2705976","2","1001","","ready-to-eat"
"3310136","2705976","1","1001","","sauteed with coating"
"3319416","2705976","","1002","","Moisture change: 0%"
"3310140","2705976","5","1001","","NS as to coated or uncoated"
"3299500","2705976","","999","WWEIA Category description","Chicken, whole pieces"
"3299501","2705977","","999","WWEIA Category number","2202"
"3319417","2705977","","1002","","Moisture change: 0%"
"3310144","2705977","2","1001","","ready-to-eat"
"3299502","2705977","","999","WWEIA Category description","Chicken, whole pieces"
"3310143","2705977","1","1001","","sauteed with coating"
"3310147","2705977","5","1001","","NS as to coated or uncoated"
"3310146","2705977","4","1001","","NS as to prepared with skin"
"3310148","2705977","6","1001","","from school or other place"
"3310145","2705977","3","1001","","ready-to-heat"
"3299503","2705978","","999","WWEIA Category number","2202"
"3319418","2705978","","1002","","Moisture change: 0%"
"3299504","2705978","","999","WWEIA Category description","Chicken, whole pieces"
"3310151","2705978","3","1001","","NS as to coated or uncoated"
"3310149","2705978","1","1001","","sauteed with coating"
"3310152","2705978","4","1001","","prepared skinless"
"3310150","2705978","2","1001","","NS as to prepared with skin"
"3310155","2705979","3","1001","","NS as to coated or uncoated"
"3299506","2705979","","999","WWEIA Category description","Chicken, whole pieces"
"3310153","2705979","1","1001","","sauteed with coating"
"3319419","2705979","","1002","","Moisture change: 0%"
"3310154","2705979","2","1001","","NS as to prepared with skin"
"3299505","2705979","","999","WWEIA Category number","2202"
"3299508","2705980","","999","WWEIA Category description","Chicken, whole pieces"
"3319420","2705980","","1002","","Moisture change: 0%"
"3310156","2705980","1","1001","","broiled or roasted with coating"
"3310159","2705980","4","1001","","any source"
"3310158","2705980","3","1001","","NS as to coated or uncoated"
"3299507","2705980","","999","WWEIA Category number","2202"
"3310157","2705980","2","1001","","NS as to prepared with skin"
"3310160","2705980","5","1001","","prepared skinless"
"3310162","2705981","2","1001","","NS as to prepared with skin"
"3310163","2705981","3","1001","","NS as to coated or uncoated"
"3319421","2705981","","1002","","Moisture change: 0%"
"3310161","2705981","1","1001","","broiled or roasted with coating"
"3299510","2705981","","999","WWEIA Category description","Chicken, whole pieces"
"3299509","2705981","","999","WWEIA Category number","2202"
"3310164","2705981","4","1001","","any source"
"3310165","2705982","1","1001","","NS as to skin eaten"
"3299512","2705982","","999","WWEIA Category description","Chicken, whole pieces"
"3299511","2705982","","999","WWEIA Category number","2202"
"3319422","2705982","","1002","","Moisture change: 0%"
"3310166","2705982","2","1001","","any source"
"3299513","2705983","","999","WWEIA Category number","2202"
"3319423","2705983","","1002","","Moisture change: 0%"
"3310167","2705983","1","1001","","any source"
"3299514","2705983","","999","WWEIA Category description","Chicken, whole pieces"
"3310169","2705984","2","1001","","NS as to skin eaten"
"3299516","2705984","","999","WWEIA Category description","Chicken, whole pieces"
"3310168","2705984","1","1001","","roasted from raw"
"3319424","2705984","","1002","","Moisture change: 0%"
"3310170","2705984","3","1001","","any source"
"3299515","2705984","","999","WWEIA Category number","2202"
"3299517","2705985","","999","WWEIA Category number","2202"
"3299518","2705985","","999","WWEIA Category description","Chicken, whole pieces"
"3319425","2705985","","1002","","Moisture change: 0%"
"3310171","2705985","1","1001","","roasted from raw"
"3310172","2705985","2","1001","","any source"
"3310176","2705986","4","1001","","NS as to skin eaten"
"3310173","2705986","1","1001","","roasted and pre-cooked, ready-to-eat, ready-to-heat"
"3310175","2705986","3","1001","","rotisserie from any source"
"3319426","2705986","","1002","","Moisture change: 0%"
"3299519","2705986","","999","WWEIA Category number","2202"
"3299520","2705986","","999","WWEIA Category description","Chicken, whole pieces"
"3310174","2705986","2","1001","","fast food, restaurant, school, or other place"
"3310179","2705987","3","1001","","rotisserie from any source"
"3299521","2705987","","999","WWEIA Category number","2202"
"3319427","2705987","","1002","","Moisture change: 0%"
"3310178","2705987","2","1001","","fast food, restaurant, school, or other place"
"3310177","2705987","1","1001","","roasted and pre-cooked, ready-to-eat, ready-to-heat"
"3299522","2705987","","999","WWEIA Category description","Chicken, whole pieces"
"3299523","2705988","","999","WWEIA Category number","2202"
"3310182","2705988","3","1001","","any source"
"3319428","2705988","","1002","","Moisture change: 0%"
"3310181","2705988","2","1001","","NS as to skin eaten"
"3310180","2705988","1","1001","","braised"
"3299524","2705988","","999","WWEIA Category description","Chicken, whole pieces"
"3319429","2705989","","1002","","Moisture change: 0%"
"3310183","2705989","1","1001","","braised"
"3299526","2705989","","999","WWEIA Category description","Chicken, whole pieces"
"3299525","2705989","","999","WWEIA Category number","2202"
"3310184","2705989","2","1001","","any source"
"3310187","2705990","3","1001","","any source"
"3319430","2705990","","1002","","Moisture change: 0%"
"3299527","2705990","","999","WWEIA Category number","2202"
"3310186","2705990","2","1001","","NS as to skin eaten"
"3310185","2705990","1","1001","","barbecued without sauce"
"3299528","2705990","","999","WWEIA Category description","Chicken, whole pieces"
"3299529","2705991","","999","WWEIA Category number","2202"
"3319431","2705991","","1002","","Moisture change: 0%"
"3310189","2705991","2","1001","","any source"
"3310188","2705991","1","1001","","barbecued without sauce"
"3299530","2705991","","999","WWEIA Category description","Chicken, whole pieces"
"3299531","2705992","","999","WWEIA Category number","2202"
"3319432","2705992","","1002","","Moisture change: 0%"
"3310192","2705992","4","1001","","with sauce or marinade"
"3310190","2705992","1","1001","","barbecued with sauce"
"3299532","2705992","","999","WWEIA Category description","Chicken, whole pieces"
"3310191","2705992","3","1001","","any source"
"3299534","2705993","","999","WWEIA Category description","Chicken, whole pieces"
"3310193","2705993","1","1001","","barbecued with sauce"
"3319433","2705993","","1002","","Moisture change: 0%"
"3310194","2705993","3","1001","","any source"
"3310195","2705993","4","1001","","with sauce or marinade"
"3299533","2705993","","999","WWEIA Category number","2202"
"3299536","2705994","","999","WWEIA Category description","Chicken, whole pieces"
"3310196","2705994","2","1001","","any source"
"3319434","2705994","","1002","","Moisture change: 0%"
"3299535","2705994","","999","WWEIA Category number","2202"
"3310197","2705994","3","1001","","with or without fat"
"3299538","2705995","","999","WWEIA Category description","Chicken, whole pieces"
"3310199","2705995","3","1001","","NS as to skin eaten"
"3299537","2705995","","999","WWEIA Category number","2202"
"3310200","2705995","4","1001","","with or without fat"
"3319435","2705995","","1002","","Moisture change: 0%"
"3310198","2705995","2","1001","","any source"
"3310202","2705996","2","1001","","NS as to prepared with skin"
"3310203","2705996","3","1001","","NS as to coated or uncoated"
"3299540","2705996","","999","WWEIA Category description","Chicken, whole pieces"
"3319436","2705996","","1002","","Moisture change: 0%"
"3310204","2705996","4","1001","","NS as to skin / coating eaten"
"3310206","2705996","6","1001","","prepared skinless"
"3310201","2705996","1","1001","","sauteed with coating"
"3299539","2705996","","999","WWEIA Category number","2202"
"3310205","2705996","5","1001","","any source"
"3310207","2705997","1","1001","","sauteed with coating"
